CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SUM_SYN_ANT_SAN,SYNERGY_SCORE,SUM_SYN_ANT_BLISS,SUM_SYN_ANT_HSA,QA,BatchID,COMBINATION_ID
LOVO,MRK-003,ABT-888,10.0,10.0,10.0,0.74800722,6.213393414,4.694207396,10.0,90.99692679,0,1.0,6.850357474,9.304173841,1,1,ABT-888.MRK-003
SKMEL30,PACLITAXEL,BEZ-235,0.04,0.4,0.001680203,10.0,32.50349699,0.117467793,1.348847728,22.71912265,0,0.0,-11.9104556,16.131638,1,1,BEZ-235.PACLITAXEL
OVCAR3,MK-2206,MK-8776,4.0,4.0,0.187425884,1.595950638,6.704629049,0.464345644,2.756344157,25.42479539,0,1.0,-4.827295653,16.3546222,1,1,MK-2206.MK-8776
SKMEL30,VINORELBINE,GELDANAMYCIN,0.04,2.0,0.003498869,2.238458517,43.02523109,0.493918091,10.0,59.9939898,0,0.0,-0.848124494,14.0250897,1,1,GELDANAMYCIN.VINORELBINE
MDAMB436,MK-5108,SN-38,2.0,0.005,0.776514635,10.0,77.19701931,0.001386618,0.955391235,36.15893559,0,1.0,1.474444051,8.593118604,1,1,MK-5108.SN-38
RKO,5-FU,ERLOTINIB,10.0,5.0,1.1050547,1.555285896,62.80603333,5.0,10.0,70.21203959,0,1.0,16.21737215,20.90871213,1,1,5-FU.ERLOTINIB
OVCAR3,MK-2206,MK-8669,4.0,0.01,0.187425884,1.595950638,6.704629049,0.000695729,1.617905165,67.02791938,0,1.0,-3.988880654,16.47458104,1,1,MK-2206.MK-8669
UACC62,DOXORUBICIN,L778123,0.3,5.0,0.094146819,1.013996352,0.0,1.784188987,10.0,71.31095977,0,0.0,-12.40648672,-2.288009483,1,1,DOXORUBICIN.L778123
NCIH520,DEXAMETHASONE,L778123,10.0,5.0,10.0,10.0,89.8134224,4.518268727,0.93796332,42.55341484,0,1.0,8.363502694,9.588164246,1,1,DEXAMETHASONE.L778123
RPMI7951,MK-4541,ETOPOSIDE,4.0,4.0,2.606339865,1.342291827,86.56254374,0.403802481,1.734445087,4.081359706,0,0.0,-3.376326096,0.574779967,1,1,ETOPOSIDE.MK-4541
HT144,DEXAMETHASONE,SORAFENIB,10.0,20.0,1.0,0.0,100.0,8.011267228,2.658048917,0.0,0,0.0,-2.118787495,-2.118787495,1,1,DEXAMETHASONE.SORAFENIB
OV90,LAPATINIB,MK-2206,5.0,4.0,5.0,0.731262182,58.84233405,0.282191028,1.02163743,55.35767349,0,1.0,-5.397868078,15.76498591,1,1,LAPATINIB.MK-2206
HT144,TEMOZOLOMIDE,GELDANAMYCIN,250.0,2.0,250.0,10.0,83.38071628,0.127285447,2.675002039,11.68700743,0,0.0,-18.69766609,-17.01187041,1,1,GELDANAMYCIN.TEMOZOLOMIDE
RKO,PD325901,ABT-888,0.1,10.0,0.1,0.63541757,61.53054138,1.0,0.0,100.0,0,1.0,7.358503004,7.358503004,1,1,ABT-888.PD325901
HCT116,CYCLOPHOSPHAMIDE,SUNITINIB,10.0,5.0,1.0,0.0,100.0,3.400979885,2.881071696,0.0,0,1.0,12.53873435,12.53873435,1,1,CYCLOPHOSPHAMIDE.SUNITINIB
NCIH23,METFORMIN,PD325901,250.0,0.1,250.0,2.250043977,85.8214204,0.017586622,0.692259476,47.26710801,0,0.0,-17.38185749,-13.95995515,1,1,METFORMIN.PD325901
HCT116,MK-8669,SORAFENIB,0.01,20.0,1.0,0.0,100.0,11.8340031,2.727782572,0.0,0,1.0,23.47394445,23.47394445,1,1,MK-8669.SORAFENIB
NCIH23,METFORMIN,ERLOTINIB,250.0,5.0,250.0,2.250043977,85.8214204,5.0,0.897435425,20.94433559,0,0.0,-12.4390141,-9.388525097,1,1,ERLOTINIB.METFORMIN
UWB1289,SUNITINIB,GELDANAMYCIN,5.0,2.0,1.428329299,1.538588285,38.86353893,1.847939111,10.0,0.0,0,0.0,0.172681074,3.330476946,1,1,GELDANAMYCIN.SUNITINIB
UWB1289,AZD1775,DASATINIB,0.5,3.0,0.053169677,1.602490427,5.175709362,0.062868584,1.069060842,0.0,0,1.0,-3.669133498,15.44012385,1,1,AZD1775.DASATINIB
NCIH23,MITOMYCINE,BEZ-235,1.0,0.4,0.082844194,1.678361548,18.58027281,0.039403796,1.402207658,33.57491332,0,0.0,-21.58252198,8.47124195,1,1,BEZ-235.MITOMYCINE
NCIH520,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,10.0,250.0,1.0,0.0,100.0,1.0,0.0,100.0,0,1.0,6.908623665,6.908623665,1,1,CYCLOPHOSPHAMIDE.TEMOZOLOMIDE
HCT116,LAPATINIB,BORTEZOMIB,5.0,0.04,1.0,0.0,100.0,0.007933692,1.957436447,0.0,0,1.0,47.53001618,47.53001618,1,1,BORTEZOMIB.LAPATINIB
MSTO,MRK-003,TOPOTECAN,10.0,1.0,3.297341084,10.0,74.9989743,0.079465906,1.889298297,14.70967076,0,1.0,24.65958894,31.50423753,1,1,MRK-003.TOPOTECAN
LOVO,L778123,SORAFENIB,5.0,20.0,0.313159157,10.0,51.24754861,7.311120444,6.725176024,11.37842292,0,0.0,-6.067510212,-0.472683562,1,1,L778123.SORAFENIB
SKMES1,SUNITINIB,DINACICLIB,5.0,0.04,4.286803198,2.616590868,0.0,0.021111322,2.592316703,0.0,0,0.0,8.10659925,12.50858455,1,1,DINACICLIB.SUNITINIB
UWB1289,CYCLOPHOSPHAMIDE,SORAFENIB,10.0,20.0,1.0,0.0,100.0,3.926954608,2.628513268,0.0,0,1.0,1.605067056,1.605067056,1,1,CYCLOPHOSPHAMIDE.SORAFENIB
NCIH1650,DEXAMETHASONE,MK-5108,10.0,2.0,0.0035,0.1,89.24959761,2.0,1.032189821,61.96625215,0,1.0,0.616981613,9.684720831,1,1,DEXAMETHASONE.MK-5108
RKO,MITOMYCINE,BORTEZOMIB,1.0,0.04,0.192600613,1.354157454,35.4316362,0.009351021,10.0,2.796583399,0,1.0,18.86317705,34.32969008,1,1,BORTEZOMIB.MITOMYCINE
SKOV3,MRK-003,TEMOZOLOMIDE,10.0,250.0,10.0,3.720052352,78.41020012,1.0,0.0,100.0,0,0.0,-0.958266764,-0.958266764,1,1,MRK-003.TEMOZOLOMIDE
NCIH520,VINORELBINE,MK-8669,0.04,0.01,0.00315209,1.648685746,27.55534554,0.001405001,1.507253779,63.80246242,0,1.0,-10.37302906,13.71799859,1,1,MK-8669.VINORELBINE
SKMEL30,MK-2206,SORAFENIB,4.0,20.0,0.210249838,10.0,92.96282491,4.629098254,1.86921124,22.72973457,0,1.0,10.44344116,14.33471907,1,1,MK-2206.SORAFENIB
UACC62,MRK-003,BORTEZOMIB,10.0,0.04,10.0,0.707584611,51.37402147,0.004404981,1.889543497,5.275796812,0,1.0,-4.828586152,7.768000411,1,1,BORTEZOMIB.MRK-003
OV90,TEMOZOLOMIDE,MK-8776,250.0,4.0,23.11800106,1.911993368,90.50278798,1.006840748,2.997450466,41.27178135,0,1.0,18.72126371,24.95868912,1,1,MK-8776.TEMOZOLOMIDE
OVCAR3,CARBOPLATIN,MK-8669,50.0,0.01,13.06421251,1.678303317,47.06489794,0.000695729,1.617905165,67.02791938,0,0.0,-23.45636024,0.560947586,1,1,CARBOPLATIN.MK-8669
MSTO,AZD1775,MK-8669,0.5,0.01,0.370399709,3.012941298,0.0,0.002332519,10.0,71.98870648,0,1.0,36.05995262,41.01870311,1,1,AZD1775.MK-8669
SKMES1,L778123,MK-8776,5.0,4.0,5.0,0.669941762,24.23786948,0.247417786,1.827538098,6.679757186,0,0.0,-8.374132806,3.272094763,1,1,L778123.MK-8776
SKMES1,MITOMYCINE,LAPATINIB,1.0,5.0,0.087342726,1.591454976,4.943381446,0.237147423,1.310593315,36.92422442,0,1.0,-18.1100176,11.51289735,1,1,LAPATINIB.MITOMYCINE
NCIH23,L778123,MK-8669,5.0,0.01,1.02306871,1.304602939,63.92346152,0.000735258,1.638180792,75.33258112,0,1.0,14.88257266,35.18018403,1,1,L778123.MK-8669
UWB1289,DASATINIB,OXALIPLATIN,3.0,20.0,0.062868584,1.069060842,0.0,3.224223076,1.06260383,28.35061356,0,1.0,-11.2539118,11.94954762,1,1,DASATINIB.OXALIPLATIN
UACC62,DASATINIB,TOPOTECAN,3.0,1.0,1.351653828,1.128839243,68.07289515,0.049786417,1.701189352,15.1647899,0,0.0,-33.08317178,-24.01236005,1,1,DASATINIB.TOPOTECAN
NCIH520,ABT-888,MK-8776,10.0,4.0,1.0,0.0,100.0,0.571408754,2.352498891,79.72356524,0,0.0,-2.703805335,-2.703805335,1,1,ABT-888.MK-8776
ES2,DEXAMETHASONE,BORTEZOMIB,10.0,0.04,1.0,0.0,100.0,0.010181121,10.0,4.299070337,0,1.0,0.658500623,0.658500623,1,1,BORTEZOMIB.DEXAMETHASONE
LOVO,GEMCITABINE,ABT-888,0.01,10.0,0.001790428,2.487195144,15.37278164,4.694207396,10.0,90.99692679,0,0.0,-7.082705208,-6.330190874,1,1,ABT-888.GEMCITABINE
LOVO,DEXAMETHASONE,BEZ-235,10.0,0.4,0.0035,0.1,79.91763939,0.016477686,1.453323164,21.62664088,0,1.0,0.428767165,16.33795043,1,1,BEZ-235.DEXAMETHASONE
A427,OXALIPLATIN,SORAFENIB,20.0,20.0,8.714899246,10.0,54.29823948,4.894644804,1.264497593,0.0,0,1.0,6.907421956,10.82124859,1,1,OXALIPLATIN.SORAFENIB
MDAMB436,5-FU,BEZ-235,10.0,0.4,1.111860829,1.467982281,62.55161438,0.021369411,1.143235316,48.43993302,0,1.0,-15.93436898,17.67695586,1,1,5-FU.BEZ-235
OVCAR3,TEMOZOLOMIDE,DASATINIB,250.0,3.0,1.0,0.0,100.0,0.045270028,1.204779996,19.79834226,0,0.0,-7.785861733,-7.785861733,1,1,DASATINIB.TEMOZOLOMIDE
OVCAR3,MRK-003,METFORMIN,10.0,250.0,0.587964659,2.963516773,68.06153173,1.0,0.0,100.0,0,1.0,11.70340221,11.70340221,1,1,METFORMIN.MRK-003
SKOV3,ERLOTINIB,BEZ-235,5.0,0.4,2.529277484,0.94117467,7.935408132,0.022483151,3.158772298,22.61043892,0,1.0,3.276741703,27.93108062,1,1,BEZ-235.ERLOTINIB
T47D,MK-5108,DASATINIB,2.0,3.0,2.0,0.402416979,35.20423507,0.066802514,0.840532462,51.28399852,0,0.0,-41.48862385,-1.776614341,1,1,DASATINIB.MK-5108
RPMI7951,CYCLOPHOSPHAMIDE,DINACICLIB,10.0,0.04,1.0,0.0,100.0,0.008451174,2.69887219,0.0,0,1.0,14.3089267,14.3089267,1,2,CYCLOPHOSPHAMIDE.DINACICLIB
T47D,CARBOPLATIN,MK-2206,50.0,4.0,49.5990489,1.645861475,0.0,0.093797983,1.246088003,17.40981621,0,0.0,-58.0410047,-45.36757233,1,1,CARBOPLATIN.MK-2206
RKO,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,10.0,250.0,1.0,0.0,100.0,1.0,0.0,100.0,0,1.0,17.44607582,17.44607582,1,1,CYCLOPHOSPHAMIDE.TEMOZOLOMIDE
UWB1289,PACLITAXEL,LAPATINIB,0.04,5.0,0.002841406,2.070935606,12.88976632,1.952017201,1.530659182,0.0,0,0.0,-2.019572601,16.42954552,1,1,LAPATINIB.PACLITAXEL
DLD1,VINBLASTINE,SORAFENIB,0.04,20.0,0.04,10.0,41.60337552,15.13866159,2.468851936,0.0,0,1.0,31.92830802,34.90793925,1,1,SORAFENIB.VINBLASTINE
SKOV3,MK-4827,GELDANAMYCIN,10.0,2.0,1.0,0.0,100.0,0.172909704,1.998860884,26.01574291,0,0.0,-8.507108426,-8.507108426,1,1,GELDANAMYCIN.MK-4827
DLD1,L778123,SUNITINIB,5.0,5.0,1.096613525,2.188793665,89.33851853,1.789016869,5.729017161,66.73262721,0,1.0,4.562543999,7.819544816,1,1,L778123.SUNITINIB
OV90,LAPATINIB,MK-5108,5.0,2.0,5.0,0.731262182,58.84233405,0.188867391,1.433756247,91.78298108,0,1.0,-3.448670155,7.072078427,1,1,LAPATINIB.MK-5108
A2780,VINBLASTINE,ABT-888,0.04,10.0,0.006343301,1.482701977,13.3176134,10.0,1.980873154,77.99201698,0,0.0,-27.4119513,-23.29906442,1,1,ABT-888.VINBLASTINE
A2058,5-FU,BEZ-235,10.0,0.4,3.722859654,2.608016039,63.74306957,0.025076727,2.676095718,29.0622981,0,1.0,-2.80930055,8.740561754,1,1,5-FU.BEZ-235
A427,MRK-003,CARBOPLATIN,10.0,50.0,7.476972314,1.26892688,0.0,50.0,1.360039982,53.66287159,0,1.0,7.006641928,15.55503742,1,1,CARBOPLATIN.MRK-003
LOVO,MK-8669,DINACICLIB,0.01,0.04,0.000538353,2.102832704,72.35505037,0.010344243,2.215159638,11.8142281,0,1.0,-4.522141738,11.37509112,1,1,DINACICLIB.MK-8669
SW620,CYCLOPHOSPHAMIDE,MK-5108,10.0,2.0,1.0,0.0,100.0,0.573078138,2.261650136,75.95692572,0,1.0,1.659185319,1.659185319,1,1,CYCLOPHOSPHAMIDE.MK-5108
A375,MRK-003,ABT-888,10.0,10.0,10.0,4.212439198,51.19632045,1.0,0.0,100.0,0,1.0,3.90214595,3.90214595,1,1,ABT-888.MRK-003
SW837,DOXORUBICIN,TEMOZOLOMIDE,0.3,250.0,0.07337878,0.966681322,0.0,1.0,0.0,100.0,0,0.0,-13.79991015,-13.79991015,1,1,DOXORUBICIN.TEMOZOLOMIDE
MDAMB436,MRK-003,L778123,10.0,5.0,3.799339801,10.0,88.49873738,1.173467015,2.687719894,65.45447801,0,1.0,1.961939662,4.803910106,1,1,L778123.MRK-003
OV90,DEXAMETHASONE,SORAFENIB,10.0,20.0,5.376146517,1.152270359,89.07627886,8.841522556,2.204771213,0.0,0,1.0,2.478623115,4.804616244,1,1,DEXAMETHASONE.SORAFENIB
NCIH520,BEZ-235,SORAFENIB,0.4,20.0,0.02437376,2.13763422,29.52266197,11.00250278,2.171286722,1.558846371,0,1.0,0.29959413,14.76384361,1,1,BEZ-235.SORAFENIB
MDAMB436,DEXAMETHASONE,SORAFENIB,10.0,20.0,1.0,0.0,100.0,9.858179869,10.0,23.03722533,0,0.0,-2.282622525,-2.282622525,1,1,DEXAMETHASONE.SORAFENIB
NCIH1650,DOXORUBICIN,DASATINIB,0.3,3.0,0.09044891,1.730722603,0.0,0.029360868,0.700151392,20.38356087,0,1.0,7.330614256,34.86911149,1,1,DASATINIB.DOXORUBICIN
SKMES1,MK-5108,SORAFENIB,2.0,20.0,0.46434991,2.090275458,42.20360798,11.13349922,10.0,12.34893381,0,0.0,-1.896830911,2.682455515,1,1,MK-5108.SORAFENIB
ES2,BEZ-235,MK-8776,0.4,4.0,0.065593314,1.112536082,30.35669072,0.567671689,2.158476563,24.17940241,0,1.0,29.68957575,55.58662933,1,1,BEZ-235.MK-8776
NCIH23,MK-4827,PD325901,10.0,0.1,6.185830272,1.815062003,51.92517311,0.006351238,1.105599683,64.70425209,0,0.0,-15.58329769,-0.15213815,1,2,MK-4827.PD325901
SKMES1,ABT-888,SN-38,10.0,0.005,1.0,0.0,100.0,0.005,2.414655249,71.83916858,0,1.0,26.34209379,26.34209379,1,1,ABT-888.SN-38
A2058,METHOTREXATE,ERLOTINIB,0.2,5.0,0.01363669,3.639919962,16.96428602,5.0,10.0,30.40697236,0,1.0,9.669719057,13.15925459,1,1,ERLOTINIB.METHOTREXATE
SW620,MRK-003,BEZ-235,10.0,0.4,3.92991461,10.0,94.0949718,0.091510943,0.990890603,22.00959988,0,1.0,9.79022684,12.13583034,1,1,BEZ-235.MRK-003
HT29,ERLOTINIB,GELDANAMYCIN,5.0,2.0,5.0,1.219576939,38.27114832,0.081895764,1.955921794,7.257684599,0,1.0,6.855004598,15.4179394,1,1,ERLOTINIB.GELDANAMYCIN
MDAMB436,ETOPOSIDE,MK-8776,4.0,4.0,0.309152213,1.352692502,49.75663342,0.432222188,2.005138589,51.00271073,0,1.0,-4.697605371,30.86842884,1,1,ETOPOSIDE.MK-8776
RKO,SORAFENIB,DINACICLIB,20.0,0.04,13.92376351,3.674885803,0.0,0.016979083,2.014752373,0.0,0,1.0,19.22038621,24.31984909,1,1,DINACICLIB.SORAFENIB
A2780,MK-4827,GELDANAMYCIN,10.0,2.0,1.190602439,1.236982831,34.98918764,0.128388817,2.432551784,14.06419183,0,0.0,-11.99205756,12.73612606,1,1,GELDANAMYCIN.MK-4827
ES2,CARBOPLATIN,MK-2206,50.0,4.0,50.0,10.0,21.80346273,4.0,10.0,92.60110293,0,0.0,-4.151176398,-3.931477023,1,1,CARBOPLATIN.MK-2206
SW837,L778123,MK-8669,5.0,0.01,5.0,3.588551346,39.63383334,0.000540142,10.0,86.08062361,0,1.0,33.30244916,36.90547579,1,1,L778123.MK-8669
HCT116,METFORMIN,DINACICLIB,250.0,0.04,1.0,0.0,100.0,0.010264681,3.150455952,18.28319744,0,1.0,6.476346741,6.476346741,1,1,DINACICLIB.METFORMIN
NCIH23,LAPATINIB,BORTEZOMIB,5.0,0.04,5.0,2.065864479,38.21487943,0.005754276,1.597965364,2.429241857,0,1.0,10.15513476,16.80351918,1,1,BORTEZOMIB.LAPATINIB
VCAP,ERLOTINIB,SN-38,5.0,0.005,1.209895438,10.0,85.98929805,0.001714255,10.0,82.79589887,0,1.0,46.87903757,49.6979232,1,1,ERLOTINIB.SN-38
RKO,METFORMIN,SUNITINIB,250.0,5.0,1.0,0.0,100.0,4.458475574,1.755765614,0.0,0,1.0,11.10750447,11.10750447,1,1,METFORMIN.SUNITINIB
A427,BEZ-235,DINACICLIB,0.4,0.04,0.053226321,1.053642175,41.16940505,0.008299176,1.999442803,0.0,0,1.0,16.75128222,36.36710048,1,1,BEZ-235.DINACICLIB
VCAP,MK-5108,BEZ-235,2.0,0.4,1.535228739,2.122665801,0.0,0.053485481,1.492343338,30.20838227,0,1.0,8.476145444,21.47605481,1,1,BEZ-235.MK-5108
LOVO,MK-4541,PACLITAXEL,4.0,0.04,0.087538772,1.06259322,90.8569488,0.004059807,1.298185317,30.75958788,0,1.0,-11.97808061,4.006285739,1,1,MK-4541.PACLITAXEL
NCIH1650,MK-4827,DINACICLIB,10.0,0.04,3.213042592,10.0,91.40066892,0.012708634,10.0,6.497412465,0,1.0,2.946794361,4.32668439,1,1,DINACICLIB.MK-4827
NCIH1650,DOXORUBICIN,AZD1775,0.3,0.5,0.09044891,1.730722603,0.0,0.328674141,1.636912448,24.05349402,0,1.0,25.12917748,35.2702811,1,1,AZD1775.DOXORUBICIN
A375,VINBLASTINE,SORAFENIB,0.04,20.0,0.014400861,1.086245376,12.33381486,13.16779074,3.187850242,0.0,0,1.0,35.28801535,45.31238365,1,1,SORAFENIB.VINBLASTINE
SKMEL30,MK-4827,MK-8669,10.0,0.01,4.203435474,10.0,74.19576047,0.000562442,10.0,92.29145298,0,1.0,26.01223016,28.13771287,1,1,MK-4827.MK-8669
HT144,METFORMIN,SORAFENIB,250.0,20.0,250.0,2.031693097,82.88417959,8.011267228,2.658048917,0.0,0,1.0,6.0353099,7.343581937,1,1,METFORMIN.SORAFENIB
LOVO,ABT-888,MK-8669,10.0,0.01,4.694207396,10.0,90.99692679,0.000538353,2.102832704,72.35505037,0,1.0,5.411595804,8.476647898,1,1,ABT-888.MK-8669
A375,DEXAMETHASONE,L778123,10.0,5.0,1.0,0.0,100.0,1.186898895,1.445986422,64.25082193,0,1.0,4.816057494,4.816057494,1,1,DEXAMETHASONE.L778123
HT29,GEMCITABINE,BEZ-235,0.01,0.4,0.002965908,4.743741728,42.37212557,0.041701794,1.261010335,45.82771205,0,1.0,-2.446250846,14.32379861,1,1,BEZ-235.GEMCITABINE
UWB1289,GEMCITABINE,DASATINIB,0.01,3.0,0.003512865,0.719867474,0.0,0.062868584,1.069060842,0.0,0,0.0,-10.89994595,6.511294065,1,1,DASATINIB.GEMCITABINE
UWB1289,MRK-003,CARBOPLATIN,10.0,50.0,4.13902848,4.546744191,40.33343852,9.151304881,1.206081454,6.587707849,0,0.0,-20.58733621,-8.822145804,1,1,CARBOPLATIN.MRK-003
DLD1,TEMOZOLOMIDE,AZD1775,250.0,0.5,1.0,0.0,100.0,0.389534988,1.72748814,67.18005503,0,1.0,1.709188323,1.709188323,1,1,AZD1775.TEMOZOLOMIDE
PA1,MK-5108,MK-8776,2.0,4.0,0.367970603,1.247136582,7.091634193,1.171066503,2.908021544,76.65803668,0,1.0,-0.539702651,8.16021176,1,1,MK-5108.MK-8776
HT144,TEMOZOLOMIDE,MK-5108,250.0,2.0,250.0,10.0,83.38071628,2.0,1.761202218,50.81535916,0,0.0,-5.630702378,-4.081236645,1,1,MK-5108.TEMOZOLOMIDE
UACC62,VINORELBINE,DINACICLIB,0.04,0.04,0.001713969,10.0,31.8868316,0.01410744,1.828153637,0.0,0,0.0,-1.340570067,17.4755172,1,1,DINACICLIB.VINORELBINE
SKOV3,CARBOPLATIN,PD325901,50.0,0.1,17.69242176,10.0,51.30222662,0.006661204,2.679907207,89.67821868,0,0.0,-11.43636797,-8.257443292,1,1,CARBOPLATIN.PD325901
A2058,MK-2206,SORAFENIB,4.0,20.0,1.000872142,10.0,72.39713805,12.5519117,10.0,19.14240845,0,1.0,22.92331498,25.14802959,1,1,MK-2206.SORAFENIB
A427,CARBOPLATIN,LAPATINIB,50.0,5.0,50.0,1.360039982,53.66287159,5.0,1.067967442,6.832620307,0,0.0,-25.154235,-15.8138798,1,1,CARBOPLATIN.LAPATINIB
UACC62,TEMOZOLOMIDE,MK-2206,250.0,4.0,49.2149162,1.738459268,73.96300333,0.415669905,1.083975954,60.60339154,0,1.0,2.126717948,23.50875849,1,1,MK-2206.TEMOZOLOMIDE
UWB1289,5-FU,MK-5108,10.0,2.0,3.279812714,0.665466156,28.02855834,0.236207616,1.682351586,42.84409791,0,1.0,-15.61555375,12.05209332,1,1,5-FU.MK-5108
NCIH1650,L778123,MK-5108,5.0,2.0,5.0,0.407740322,36.78702576,2.0,1.032189821,61.96625215,0,1.0,-4.738794306,5.06897202,1,1,L778123.MK-5108
UWB1289,MK-8669,BEZ-235,0.01,0.4,0.000868384,0.997006777,48.622414,0.023756839,2.546209253,21.22492555,0,1.0,36.34953432,66.93766852,1,1,BEZ-235.MK-8669
VCAP,MK-4541,MK-5108,4.0,2.0,0.305830359,3.46434626,86.24589986,1.535228739,2.122665801,0.0,0,1.0,-1.078797102,7.438075973,1,1,MK-4541.MK-5108
T47D,5-FU,MK-2206,10.0,4.0,4.156175921,0.551910802,31.16831131,0.093797983,1.246088003,17.40981621,0,0.0,-24.85363852,0.905150934,1,1,5-FU.MK-2206
UWB1289,METHOTREXATE,MK-8669,0.2,0.01,0.026902625,1.811474164,4.1448453,0.000868384,0.997006777,48.622414,0,0.0,-15.1750523,2.774817766,1,1,METHOTREXATE.MK-8669
OCUBM,MK-4541,SUNITINIB,4.0,5.0,1.0,0.0,100.0,3.186994205,0.657578084,0.0,0,1.0,17.85238019,17.85238019,1,1,MK-4541.SUNITINIB
VCAP,L778123,MK-4827,5.0,10.0,3.174004224,0.786416349,25.31295892,3.676775124,10.0,56.90375956,0,1.0,15.38341621,21.29365424,1,1,L778123.MK-4827
DLD1,MK-4541,ZOLINZA,4.0,4.0,4.0,10.0,87.79445753,1.557271976,10.0,38.1997938,0,1.0,11.41619365,12.09203974,1,1,MK-4541.ZOLINZA
NCIH2122,DASATINIB,ABT-888,3.0,10.0,1.0,0.0,100.0,1.113077125,2.533978193,91.56704289,0,0.0,-47.65413263,-47.65413263,1,1,ABT-888.DASATINIB
SKOV3,ERLOTINIB,MK-8669,5.0,0.01,2.529277484,0.94117467,7.935408132,0.000373909,1.232210372,75.80196507,0,1.0,33.4164695,62.93551055,1,1,ERLOTINIB.MK-8669
UACC62,GEMCITABINE,LAPATINIB,0.01,5.0,0.004607574,4.257338936,29.92302738,5.0,1.112299383,68.70994056,0,1.0,0.683969773,4.341467551,1,1,GEMCITABINE.LAPATINIB
OV90,MK-4827,MK-8669,10.0,0.01,3.760179037,10.0,69.60230561,0.000514302,1.497764095,42.50456187,0,1.0,8.102662566,16.77225706,1,1,MK-4827.MK-8669
HT144,PD325901,MK-8669,0.1,0.01,0.005108788,1.32860513,21.36815866,0.000537102,10.0,83.73656891,0,1.0,15.60917277,32.19555669,1,1,MK-8669.PD325901
A2058,MK-4541,METHOTREXATE,4.0,0.2,1.0,0.0,100.0,0.01363669,3.639919962,16.96428602,0,0.0,-0.887967639,-0.887967639,1,1,METHOTREXATE.MK-4541
SW837,PD325901,DINACICLIB,0.1,0.04,0.0055289,1.026539857,35.32074761,0.012604755,10.0,18.18335288,0,0.0,-20.9907017,-4.432351569,1,1,DINACICLIB.PD325901
HCT116,DEXAMETHASONE,AZD1775,10.0,0.5,1.0,0.0,100.0,0.49899648,9.616561295,57.40615815,0,1.0,2.597207058,2.597207058,1,1,AZD1775.DEXAMETHASONE
UACC62,GEMCITABINE,ABT-888,0.01,10.0,0.004607574,4.257338936,29.92302738,1.0,0.0,100.0,0,0.0,-3.091792456,-3.091792456,1,1,ABT-888.GEMCITABINE
MSTO,MK-2206,ABT-888,4.0,10.0,1.725161983,2.222168469,0.0,10.0,0.1,90.46011865,0,0.0,-18.30129798,-13.91248264,1,1,ABT-888.MK-2206
A375,METHOTREXATE,MK-8669,0.2,0.01,0.052120158,7.023420876,10.79373968,0.002274833,10.0,94.59854027,0,0.0,-19.27561544,-18.0206114,1,2,METHOTREXATE.MK-8669
HT144,GELDANAMYCIN,DINACICLIB,2.0,0.04,0.127285447,2.675002039,11.68700743,0.012660859,2.487512726,0.0,0,1.0,12.89942423,24.98265796,1,1,DINACICLIB.GELDANAMYCIN
MDAMB436,MK-4541,OXALIPLATIN,4.0,20.0,4.0,10.0,83.8046354,1.615189898,1.156902926,43.45298794,0,0.0,-17.60784455,-15.314179,1,1,MK-4541.OXALIPLATIN
NCIH1650,DOXORUBICIN,L778123,0.3,5.0,0.09044891,1.730722603,0.0,5.0,0.407740322,36.78702576,0,0.0,-24.26475114,-10.50712872,1,1,DOXORUBICIN.L778123
RPMI7951,ZOLINZA,MK-8669,4.0,0.01,1.71447799,2.561759031,0.0,0.000292703,1.37366414,39.15969592,0,1.0,11.50239729,27.84778874,1,1,MK-8669.ZOLINZA
A427,LAPATINIB,MK-5108,5.0,2.0,5.0,1.067967442,6.832620307,0.390090264,2.604689067,32.41686898,0,0.0,-20.53610494,-6.345523018,1,1,LAPATINIB.MK-5108
VCAP,5-FU,ERLOTINIB,10.0,5.0,10.0,10.0,62.9928202,1.209895438,10.0,85.98929805,0,1.0,25.72905815,27.15366209,1,1,5-FU.ERLOTINIB
A2780,MK-4541,METHOTREXATE,4.0,0.2,0.996737788,9.999719846,89.19861733,0.02397041,1.885142094,13.05249879,0,1.0,1.403270127,3.789661244,1,1,METHOTREXATE.MK-4541
OV90,TOPOTECAN,DINACICLIB,1.0,0.04,0.066914576,1.42360962,9.369988317,0.008725785,2.300763327,26.34067209,0,1.0,-7.599560532,12.20214484,1,1,DINACICLIB.TOPOTECAN
LOVO,MRK-003,SUNITINIB,10.0,5.0,10.0,0.74800722,6.213393414,0.978246419,2.080422976,21.10065642,0,1.0,-3.018028195,9.206504847,1,1,MRK-003.SUNITINIB
MDAMB436,PD325901,DINACICLIB,0.1,0.04,0.003237028,0.98617286,84.21060436,0.00780765,3.044342429,35.97604907,0,1.0,-0.857826059,11.23150197,1,1,DINACICLIB.PD325901
UACC62,METFORMIN,SUNITINIB,250.0,5.0,1.0,0.0,100.0,5.0,2.871591058,19.96217912,0,1.0,12.65421175,12.65421175,1,1,METFORMIN.SUNITINIB
