,CELL_LINE_mean,CELL_LINE_median,COMPOUND_A_mean,COMPOUND_A_median,COMBINATION_ID_mean,COMBINATION_ID_median,CELL_LINE_COMPOUND_A_mean,CELL_LINE_COMPOUND_A_median
3768,9.01571872344,6.249504669,15.270470739,14.2921350405,20.5032291206,23.14975234,30.873712358,31.3258558825
9134,5.22814907377,4.655307064,10.3738615636,12.4635220776,16.7347809066,10.815796885,21.3582279127,23.7726340916
6241,-0.163276863626,2.265196999,9.4216897243,6.8353620865,9.05193376496,10.37768939,9.8914105015,13.806128839
12626,1.9373531548,2.338132247,14.0310437102,11.3312785425,8.82972932095,9.5706331685,34.3858954371,32.1495374165
9175,5.22814907377,4.655307064,17.4005403151,16.2468254155,12.989050416,11.067959565,17.1280601648,14.4441958655
20787,4.73940872884,3.996830654,14.625584069,14.0191237835,4.87684837904,7.1535715835,-3.00688183768,2.043391445
5985,6.89882816312,7.092524496,4.73149312858,5.287171984,2.64354948484,5.099998007,11.864761951,12.050281867
8460,4.15463741662,1.9484619455,18.4363637064,19.8938147875,16.6928244942,16.893170215,-0.45534900622,-3.580128095
12616,1.9373531548,2.338132247,8.96681004776,7.7481978465,2.71889142106,-0.5141985985,11.6867731823,9.0621275385
12709,1.9373531548,2.338132247,13.5715272097,12.598780422,-0.835832431857,-3.092287925,-10.5152061872,-11.691339146
4832,3.08102136649,2.987977001,26.7807212558,21.688231851,25.4128465467,26.15401265,23.9160707503,16.144024945
16769,4.38859879502,4.16777977,7.21485958579,4.894055396,-0.29404222,-0.1377996,13.2002106131,6.931300854
6787,4.72914776925,4.3960896255,11.5481429904,10.2671475935,7.2820079429,8.032208965,8.81929048807,-0.654610309
9644,5.23592990352,3.709561333,32.7060111212,28.34276034,31.4587737266,35.10325345,71.9920881456,73.54248471
6419,-0.163276863626,2.265196999,18.4720263541,18.920016757,13.7300333724,12.564528215,15.7051583171,16.511342453
19097,1.04909560655,1.8113466365,9.17200534934,8.88680349057,-0.220034862769,0.7946940575,8.05689592889,8.60537626157
1217,12.6391440737,10.073495515,12.4013973348,12.541030306,2.13569028464,4.106344679,31.5150572068,24.2012923715
1804,5.10670505239,5.3455657275,9.47519856381,10.4152786846,9.28362991535,8.46676252,15.3511395664,15.6580918296
13839,1.3547021509,2.162119874,24.2030967141,24.27772778,16.8179132886,20.894711285,11.6653871371,12.588842556
17339,4.27950945649,2.767635518,16.3799723885,14.863004363,14.9803734912,13.52825008,-0.90608362656,-1.77860306
5792,6.89882816312,7.092524496,19.053538286,19.20523699,3.48585284067,2.99556293,22.461784041,22.919063618
12816,1.9373531548,2.338132247,21.220968002,20.1230134115,10.4965076355,10.477678002,33.1865462109,31.8679999745
2331,5.10670505239,5.3455657275,20.471519892,19.221915018,6.40881232939,6.9619954465,36.8250842586,27.923034879
18104,6.62936750103,5.881891471,25.4519075423,20.855711483,15.1823738968,14.876869985,50.7048728812,46.89309389
5482,6.89882816312,7.092524496,12.2066329851,11.0626183245,5.07042732695,3.983491263,21.5798529113,21.933902315
9123,5.22814907377,4.655307064,12.5710148829,13.43991219,2.04403850146,7.8634811075,25.4264181803,26.9131402295
15081,9.72315989101,9.6342076655,14.8681657176,13.105425733,3.21193357963,4.0933269955,33.0893020077,28.13633027
17742,4.27950945649,2.767635518,1.14389510953,4.760330564,9.06757140026,11.92274923,15.829207052,14.132950122
9512,5.22814907377,4.655307064,1.73065503187,1.708842874,1.83346369169,4.7298337745,14.7761510679,11.682707613
17136,4.38859879502,4.16777977,4.22101800861,2.766418769,6.5802853335,10.138450714,-1.77626934537,-11.929034087
7149,4.72914776925,4.3960896255,-2.8340100171,-0.202787797433,1.17900713509,1.0928600235,-14.9280117957,-14.5243784434
575,6.85457036193,5.57039376,7.96020934328,10.414369898,7.41402965456,10.12211976,13.5062573809,7.833988885
8554,4.15463741662,1.9484619455,22.5392575446,18.491929198,9.21454642955,9.711641254,6.04242803788,10.007887113
9051,5.22814907377,4.655307064,10.0094796658,10.0862282121,1.18466860062,1.6128071385,8.73246121291,9.44863518557
3807,9.01571872344,6.249504669,14.0123309483,15.324405475,1.98201020388,2.0404571505,13.9163729726,14.925226336
22082,5.94598722522,8.168204728,10.9267776167,9.607648021,2.471748165,3.235842778,26.9505035717,25.960780792
21176,4.73940872884,3.996830654,16.6779765425,17.31337286,22.2605628928,21.04896801,18.375336428,14.6588499265
17100,4.38859879502,4.16777977,14.8332637061,13.443624916,2.99743274428,3.578617377,16.9205558232,14.827080322
17808,6.62936750103,5.881891471,1.11183955016,2.1556646845,-8.70652560739,-8.234799863,4.378006997,4.4608421205
18150,6.62936750103,5.881891471,11.205664193,8.884741249,0.4006444242,-1.5828062015,13.7983822559,5.463234995
11209,-0.551025542248,1.6047392,-0.062376616371,1.331336433,-14.7360185368,-12.59067062,-118.305830086,-45.65440258
102,6.85457036193,5.57039376,3.81533178851,2.102897336,4.27060327388,5.478740622,11.8702587956,9.783660766
19146,1.04909560655,1.8113466365,21.478113884,23.436336084,19.6171319661,31.36329959,31.1181864156,19.624610649
12995,1.9373531548,2.338132247,17.4780132991,16.434757317,18.5739835344,21.335790895,10.6925387277,11.573818183
3987,9.01571872344,6.249504669,20.4301054994,17.260573905,11.521846511,9.715604452,24.2005695666,20.357393388
20639,4.31498569306,4.285537662,11.9284183905,9.489530196,-2.31994346127,-2.356307753,16.0431787705,20.9063290175
8569,4.15463741662,1.9484619455,19.8887404622,20.40657446,9.48893822323,12.098605965,25.4768361032,27.493395765
9141,5.22814907377,4.655307064,8.15993362364,9.344727653,-2.43696748528,-1.3676754515,6.90843223508,4.680833899
18156,6.62936750103,5.881891471,6.05078157845,8.11337236,-3.4130926109,-3.243157907,-1.10756889956,-0.729957082
3867,9.01571872344,6.249504669,1.36038847462,-0.172610154,16.0932433838,15.97468539,29.2974426769,29.196579151
17092,4.38859879502,4.16777977,11.2418916396,13.757264128,14.1130858976,12.78862052,23.6926721101,20.214819647
10908,-0.551025542248,1.6047392,22.8546810974,21.491672999,13.0990964358,8.828950906,22.6659247371,18.9878973795
14176,1.3547021509,2.162119874,8.33704632398,9.803169408,7.55689981165,6.01025874,5.67959851141,5.786027118
13361,12.1447419829,11.37988951,11.6856004925,9.628357606,7.53321675452,7.066567775,35.3749520931,33.71487649
9877,5.23592990352,3.709561333,9.52530135023,11.680280571,17.3608615434,15.64451127,4.62099414112,8.45323254
16778,4.38859879502,4.16777977,16.0806535294,16.6468091786,11.2645410573,9.224099764,15.685585235,11.2743618026
16092,0.734227777422,2.73255688,3.97468970411,2.85911316957,-19.9066944683,-8.956837005,-25.3248910076,-24.3929251534
9306,5.22814907377,4.655307064,15.7614230098,14.35777376,19.3540260812,13.67888327,10.8612606721,11.010647331
3657,9.01571872344,6.249504669,12.0971328888,10.490031771,11.560997455,10.276701178,31.065420816,34.571555648
6423,-0.163276863626,2.265196999,7.36777403378,7.94720275057,28.5184129166,24.191410785,8.19551239592,8.21324758457
1292,12.6391440737,10.073495515,7.76544499352,8.9359579165,11.3408855451,10.592112905,8.59929910299,14.9137245095
11151,-0.551025542248,1.6047392,-1.80823527502,-1.392987415,-16.0361414874,-17.46472499,4.2251289862,4.627712051
5168,3.08102136649,2.987977001,7.12111320907,5.976523077,11.5151403006,11.13212879,10.2483644586,9.145499451
11804,-4.74695349039,-0.218869226,6.56950063666,7.1489628465,-18.1027781483,-22.65875226,-12.640613336,-10.540624546
11561,-4.74695349039,-0.218869226,17.7730110331,17.059520453,12.8197380764,11.99770399,4.48767361912,12.8146857505
22299,5.94598722522,8.168204728,9.56492735307,8.923592863,9.77534423638,9.151582387,15.11671157,13.84539399
5520,6.89882816312,7.092524496,12.6850945481,12.021805636,-3.2674046667,-4.539023522,12.3019264682,18.827377161
455,6.85457036193,5.57039376,5.46439468369,3.6624824865,8.08234255009,9.642398673,46.9199018282,54.16040434
18272,6.62936750103,5.881891471,7.77077622307,5.3164242955,-3.2791099099,-2.938145096,2.0682684076,-0.8664046725
1912,5.10670505239,5.3455657275,1.04394665071,0.062225843,5.55112217127,0.2502461645,19.5535797828,14.269095337
22336,5.94598722522,8.168204728,-2.5543344765,-2.484018794,-27.1133150546,-14.88758086,-18.1159675202,-10.010218022
1807,5.10670505239,5.3455657275,3.28105068656,2.4319478085,0.364266928,1.8485732695,26.1084712299,26.5346736055
18835,4.43922191963,3.589359821,-2.5543344765,-2.484018794,-27.1133150546,-14.88758086,32.5184597491,31.458981865
19808,3.28899342444,3.109889877,14.1145962577,13.2475293145,-16.1225158567,-15.55124473,2.06292102567,6.606943329
18592,4.43922191963,3.589359821,28.3916548693,24.47160702,38.2891995599,38.0908804,11.4572589483,10.20720467
11808,-4.74695349039,-0.218869226,7.06342920171,7.1439281705,2.25494114243,-0.167583602,-0.8010378387,-6.648614194
14092,1.3547021509,2.162119874,-3.00960032926,-0.205227345,-15.6072382745,-14.26040241,1.59281915625,2.5829562755
18807,4.43922191963,3.589359821,8.23611363958,8.091072495,-8.3766310539,-8.160292001,3.10096399621,10.794838639
1177,7.18502253668,5.740675769,8.8160441125,8.195390156,10.8881972207,11.71498725,12.3176865413,7.7569998125
10149,1.82705168214,1.005401168,9.39406122511,9.2099660555,-12.5191891117,-12.893467935,-19.296415934,-25.251653194
14062,1.3547021509,2.162119874,11.4623751645,11.367425129,-0.268323013,-0.43585877,-5.8669662942,-5.443763883
19155,1.04909560655,1.8113466365,8.12982689141,11.313251782,6.20833867456,8.9164518155,19.6740810286,22.564179011
17892,6.62936750103,5.881891471,11.1327871221,9.9056339095,-7.59616584282,-4.2674433945,10.2344552735,8.366731827
16313,0.734227777422,2.73255688,10.3567867791,8.795837238,4.70231364117,2.0090585995,1.54519125008,6.7280216845
2052,5.10670505239,5.3455657275,27.1849058497,27.619623185,31.914995879,25.132353365,28.9021551179,27.028904435
19460,1.04909560655,1.8113466365,12.9222544823,10.961724806,7.33553731095,7.64763046,-12.020538005,-10.6620533535
18939,4.43922191963,3.589359821,-3.8766796351,-2.540818163,-19.0948685478,-17.27392129,11.0181366181,8.4078738255
18635,4.43922191963,3.589359821,18.0797801211,17.410256286,19.9999155637,18.16977891,14.0272102027,16.673707472
20518,4.31498569306,4.285537662,19.053538286,19.20523699,3.48585284067,2.99556293,18.8809494354,20.245208523
74,6.85457036193,5.57039376,10.3112278171,10.1479704635,-5.3522401535,-3.278373512,21.719130161,18.321264832
9190,5.22814907377,4.655307064,26.7200899219,25.791506969,22.0403822471,21.18004685,22.9501679264,26.87604023
6654,4.72914776925,4.3960896255,10.4810460109,11.3513235435,3.29043525615,1.660201434,8.68557560993,9.63268783
13080,1.9373531548,2.338132247,10.854490145,11.3418245145,3.59378799517,-0.732536015,1.68872922377,4.7997236935
19603,3.28899342444,3.109889877,0.28731147662,2.7322242645,-0.730315962429,-1.38137147,5.896952714,12.382332844
5805,6.89882816312,7.092524496,-3.48859811778,1.402551907,-15.6098763457,-13.78586648,3.1900836056,3.737681741
538,6.85457036193,5.57039376,9.62604424648,12.048505373,11.5495731772,13.53168043,51.5103747208,45.9826771665
4012,9.01571872344,6.249504669,-1.80823527502,-1.392987415,-16.0361414874,-17.46472499,2.78609254594,3.239866801
10536,1.82705168214,1.005401168,3.21233946961,5.908161312,-0.09281307,0.818505629,1.44589847791,-3.035638441
17488,4.27950945649,2.767635518,2.95942299264,3.30883553,4.56466271505,1.951900274,21.9473761688,22.953376937
19098,1.04909560655,1.8113466365,10.6617103289,9.6901728075,2.21522194812,-1.141078806,12.9259350297,8.853951722
16269,0.734227777422,2.73255688,19.5937427282,19.781811324,-11.2018219455,-6.308091246,6.19068856117,15.130996946
20557,4.31498569306,4.285537662,10.8808632326,11.082204896,7.88397368443,6.329516347,13.6694618104,27.29738789
655,7.18502253668,5.740675769,3.18556806473,4.1578688975,3.63840435856,5.8504985085,4.5674410972,1.474377629
2114,5.10670505239,5.3455657275,6.90437694002,4.508763934,3.80629958595,4.059804694,20.3610286262,21.1585280495
15536,8.71211425932,6.825018632,12.2066329851,11.0626183245,5.07042732695,3.983491263,19.2137176611,15.3829152025
6608,4.72914776925,4.3960896255,4.01009613827,3.5813093175,8.7717340091,9.7609213885,-3.51336733617,-4.5609535745
19106,1.04909560655,1.8113466365,10.4546825231,8.208475874,8.22895516637,7.4265461215,9.52317214486,6.515120819
16636,4.38859879502,4.16777977,7.23116389157,9.265008389,0.00578730584,-0.634286388,-30.6169724576,-0.0398825545
9992,5.23592990352,3.709561333,9.38181115495,10.100324135,8.03393449304,7.486080387,31.8694089601,36.585547024
17447,4.27950945649,2.767635518,21.3084963359,22.5374542,6.06986164832,6.223000449,20.3166612297,22.1321580405
16003,8.71211425932,6.825018632,-3.8766796351,-2.540818163,-19.0948685478,-17.27392129,-6.51883083529,-5.7354403395
18370,4.43922191963,3.589359821,1.34713986518,1.590701037,-6.3153729089,-0.933901182,31.2761943346,28.625732506
8931,4.15463741662,1.9484619455,8.0698858494,11.1126258905,-21.0291231608,-21.5189505,-4.54235693067,-0.968313572
402,6.85457036193,5.57039376,7.94928596567,8.23242298357,-0.90091745348,0.300068523,15.8466443977,14.1771052216
17034,4.38859879502,4.16777977,15.4902172185,15.578121352,19.1238144692,15.685681585,-6.14488701876,-18.074356249
16791,4.38859879502,4.16777977,14.3517666903,17.426640439,19.7093295048,26.10712358,23.6995167267,17.399861922
12860,1.9373531548,2.338132247,9.31759075759,8.425884288,3.723822012,4.842642798,8.20018908994,8.864102628
13216,12.1447419829,11.37988951,17.2944485341,16.517722092,0.369644262321,0.823845053,33.9841634192,35.27357403
10220,1.82705168214,1.005401168,22.4902991995,19.1143791335,14.0112767436,16.61645904,24.1195330611,26.73118703
17582,4.27950945649,2.767635518,19.053538286,19.20523699,3.48585284067,2.99556293,23.1527528788,20.1375118765
995,7.18502253668,5.740675769,2.31318512717,3.223200563,-5.30193784455,-3.751584993,-2.02043762206,-1.393576853
6136,-0.163276863626,2.265196999,16.3799723885,14.863004363,14.9803734912,13.52825008,-12.6388783464,-9.411804571
22302,5.94598722522,8.168204728,15.4902172185,15.578121352,19.1238144692,15.685681585,30.0666883686,29.563918675
10575,1.82705168214,1.005401168,10.8694209216,12.9445690905,27.9080465659,25.58244144,-3.03930129644,0.379736456
294,6.85457036193,5.57039376,5.33498473618,5.20069966,-6.01949999288,-5.1919241695,15.0840959897,11.378690808
14027,1.3547021509,2.162119874,10.4595059299,11.8019769835,2.32893629277,2.643088013,-1.40097871667,-0.648740265
2024,5.10670505239,5.3455657275,14.8681657176,13.105425733,3.21193357963,4.0933269955,42.982187303,44.518041245
18871,4.43922191963,3.589359821,4.87251963496,3.8907796625,-6.37395040554,-6.857230126,2.53809582587,0.6725195
9362,5.22814907377,4.655307064,-6.95971353427,-7.0382879255,-5.89472879844,-5.9057125395,-7.61887827732,-5.7126079185
21963,5.94598722522,8.168204728,7.9928458639,7.191574499,-3.49784702183,-2.982373002,10.0357393307,11.1120543585
10231,1.82705168214,1.005401168,32.7060111212,28.34276034,31.4587737266,35.10325345,35.1120647792,32.76015273
14572,4.44570270266,4.369908838,14.5882297969,13.295464127,-0.10187290548,0.702131824,26.6351354574,24.4013089675
15305,9.72315989101,9.6342076655,11.8036255012,13.066265503,2.82833550624,3.428934218,33.8621828979,27.790658831
22157,5.94598722522,8.168204728,13.4663522999,13.615085855,13.7401826561,9.6098833495,35.3038141749,39.103369795
9367,5.22814907377,4.655307064,5.46926964656,7.828152127,1.97756137991,1.224501648,4.39546204588,6.642773916
1029,7.18502253668,5.740675769,7.36777403378,7.94720275057,28.5184129166,24.191410785,1.24115477282,2.90658613257
18557,4.43922191963,3.589359821,4.73776072515,7.454299657,3.467490511,5.5229585455,-8.26418367414,-16.315595703
14194,1.3547021509,2.162119874,9.50373773123,9.908222048,-3.51040719109,-0.92321784,-7.612392014,-7.612392014
21998,5.94598722522,8.168204728,14.589090749,14.305386998,7.31491231841,3.2207835905,21.9491250935,20.400144509
19480,1.04909560655,1.8113466365,10.2498959943,6.9909863135,5.03577242629,2.166931638,-19.9817069319,-14.8722313215
21140,4.73940872884,3.996830654,10.8808632326,11.082204896,7.88397368443,6.329516347,9.9481209071,10.887056598
18298,6.62936750103,5.881891471,5.09841773508,1.345685803,-1.8178307295,-0.6719971605,-14.164800851,-14.164800851
20205,4.31498569306,4.285537662,4.71431300321,6.967410551,-3.77283323668,-1.607229711,9.63144662293,11.180163128
4143,9.01571872344,6.249504669,-4.6228378982,0.3764175715,-8.45414355629,-5.287566606,28.7481632312,29.28761983
18183,6.62936750103,5.881891471,3.0425212758,4.704808232,-5.1943919428,-4.101171446,12.2040629686,12.4906348195
1419,12.6391440737,10.073495515,17.7730110331,17.059520453,12.8197380764,11.99770399,29.5156702327,29.48029366
944,7.18502253668,5.740675769,4.12027511236,2.398193967,1.79412571405,1.268763371,-6.01096913516,-9.096139197
6405,-0.163276863626,2.265196999,-6.95971353427,-7.0382879255,-5.89472879844,-5.9057125395,-0.94201377567,-2.182235739
11010,-0.551025542248,1.6047392,7.44413678137,6.432054953,2.12216885037,0.423608041,13.3838115314,11.8751006525
19876,3.28899342444,3.109889877,3.87868354318,2.4185850525,-1.6119617495,0.96777324,7.80258174533,10.031091209
12742,1.9373531548,2.338132247,0.97407691572,3.556977484,-5.34996718036,-2.7416246925,-0.0986971059,3.4788252755
12751,1.9373531548,2.338132247,26.7200899219,25.791506969,22.0403822471,21.18004685,-1.12204682018,3.668336681
13723,1.3547021509,2.162119874,5.20749725667,3.2511054205,-4.31084691244,-4.216930484,-9.25210197982,-8.566236589
17828,6.62936750103,5.881891471,8.10575384478,4.6767500535,-2.73048555295,-1.024536075,5.5184075866,2.7187052035
9799,5.23592990352,3.709561333,7.58994278603,8.53291687,1.40347564054,-0.53206138,20.7727883667,19.7717067925
8775,4.15463741662,1.9484619455,-6.95971353427,-7.0382879255,-5.89472879844,-5.9057125395,-26.6656649493,-27.179384561
17422,4.27950945649,2.767635518,10.7836147336,10.197207561,10.3891781758,9.84789455,6.1833592055,5.8797115415
1746,12.6391440737,10.073495515,-10.9620687157,-9.027365445,-25.5680716061,-5.354504582,34.7426992012,37.788974635
9613,5.23592990352,3.709561333,18.983960418,15.4163561035,16.8420756227,17.77822492,37.2723726466,40.173665962
12598,1.9373531548,2.338132247,0.867040045817,1.3789827615,-0.994281134667,-3.8943193325,3.57237111803,-0.124925652
693,7.18502253668,5.740675769,13.9873847924,15.0493465735,-2.53392910543,-3.538518599,13.4936435081,18.1704330905
12957,1.9373531548,2.338132247,13.5924533823,12.4870601341,-4.52649408795,2.5862567915,9.00410462296,10.1962492421
11227,-0.551025542248,1.6047392,26.4457436341,22.327906093,24.8071508588,23.238833275,23.2193448942,16.3704657595
7103,4.72914776925,4.3960896255,11.9284183905,9.489530196,-2.31994346127,-2.356307753,5.23214123328,1.848319896
11119,-0.551025542248,1.6047392,6.16045808457,8.8116283525,3.8088259083,3.885358738,-14.6067790237,-14.30676283
8796,4.15463741662,1.9484619455,1.17362615653,-0.0361281255,-33.1917770442,-30.995019,-12.3406949791,-12.385001629
13679,12.1447419829,11.37988951,1.33942696232,1.428219859,7.74782048746,4.40466914,31.4500781853,31.937447972
21103,4.73940872884,3.996830654,8.81762557147,8.376292728,2.66401849638,1.9813158355,17.7891046547,15.829045101
19860,3.28899342444,3.109889877,4.00612035191,3.083119301,-5.97067235281,-5.963763213,4.32593156117,6.3164798025
10805,-0.551025542248,1.6047392,6.50314088431,6.38820518207,10.4439978301,9.183345575,4.94167719278,5.07621895057
9629,5.23592990352,3.709561333,13.5225688646,13.2212303575,-5.742847967,-6.065359862,2.00525000974,10.915246027
8729,4.15463741662,1.9484619455,7.12111320907,5.976523077,11.5151403006,11.13212879,-4.52777909983,-3.472427934
18790,4.43922191963,3.589359821,0.72413932256,1.7484122675,-5.58902193757,-4.818073943,-5.90569700423,-1.168507129
18235,6.62936750103,5.881891471,13.6961674069,13.971477455,19.9588076515,23.75313006,11.0640848758,9.50889597
10906,-0.551025542248,1.6047392,11.3696379782,13.2719260705,-0.978804658958,4.4422198175,20.1131641457,20.1654553095
10354,1.82705168214,1.005401168,14.8681657176,13.105425733,3.21193357963,4.0933269955,-4.39221512217,-6.961525419
13519,12.1447419829,11.37988951,10.8808632326,11.082204896,7.88397368443,6.329516347,18.1944461061,10.060450496
16882,4.38859879502,4.16777977,1.36038847462,-0.172610154,16.0932433838,15.97468539,1.47082794331,-5.035133317
11337,-4.74695349039,-0.218869226,12.9882877626,13.55028083,3.70981164067,5.48351446,4.32797665232,5.596565368
14074,1.3547021509,2.162119874,-2.66407004424,0.825992327,-0.39804311075,-1.1973863485,-1.63391716102,1.335826478
7123,4.72914776925,4.3960896255,16.3269818339,16.554114778,42.815100099,38.920118565,20.127711968,9.8931855215
4873,3.08102136649,2.987977001,8.36531658189,8.0042695365,4.31956151104,4.6831998985,5.04524553769,7.170974378
9701,5.23592990352,3.709561333,10.9534329274,11.400560641,22.3003651964,20.69949823,0.2666502025,25.35654436
21263,4.73940872884,3.996830654,8.27024230323,10.770026209,3.57404274358,6.5799610555,26.9608278677,20.0941777305
6542,-0.163276863626,2.265196999,-1.83823360257,0.6056161955,-25.4507206854,-22.85277271,-19.7816647643,8.5842380965
11453,-4.74695349039,-0.218869226,13.149910476,13.849921852,-3.4035359045,-1.7139227185,18.8149639095,17.659310797
10253,1.82705168214,1.005401168,10.6617103289,9.6901728075,2.21522194812,-1.141078806,12.5266837614,15.907107373
9302,5.22814907377,4.655307064,16.2262389376,16.185889976,12.5069199686,12.38256946,13.6938478723,11.0819753255
10841,-0.551025542248,1.6047392,19.4150087971,16.9599352805,-0.16726485245,1.9039987765,-20.6784394311,-23.1924371885
1638,12.6391440737,10.073495515,3.01034393738,2.27471530807,3.11848915842,1.252239902,7.15517317876,-0.195043571427
12845,1.9373531548,2.338132247,22.7947400554,21.2910471075,15.4734014728,15.28501341,24.2259498005,19.6329197125
20696,4.31498569306,4.285537662,8.0698858494,11.1126258905,-21.0291231608,-21.5189505,11.2798862125,15.260801616
14102,1.3547021509,2.162119874,10.8808632326,11.082204896,7.88397368443,6.329516347,-9.65410258935,-5.77513182
9232,5.22814907377,4.655307064,10.4842235878,9.4603714865,7.96094865125,4.6460954995,11.5176681234,14.835922707
15094,9.72315989101,9.6342076655,16.6116140161,15.6270969555,10.8213650726,11.70493641,35.6852023344,32.2047238
20472,4.31498569306,4.285537662,18.947467098,15.702619318,16.157954442,16.16433126,42.5226448843,24.2334505385
15241,9.72315989101,9.6342076655,16.0717291504,15.863341585,0.446248605923,2.715999364,26.283043768,32.1478790395
11685,-4.74695349039,-0.218869226,10.155065074,9.6253090095,-2.46918766196,-2.224569659,-2.21880217936,2.9314011945
16301,0.734227777422,2.73255688,7.39517843627,7.0545048885,3.71693025632,3.928836029,0.81437676598,3.918852827
17051,4.38859879502,4.16777977,3.01034393738,2.27471530807,3.11848915842,1.252239902,19.3426293221,19.2233792096
805,7.18502253668,5.740675769,11.9206137084,11.079842631,-0.0829096223333,-0.094656979,19.0587020288,16.3375465275
15473,8.71211425932,6.825018632,8.41541613442,12.1438455625,10.2207742779,11.50550813,27.4196838396,23.27915921
9054,5.22814907377,4.655307064,11.8716553633,11.7022925665,5.56948019517,6.334373263,10.1374363152,12.419555936
6736,4.72914776925,4.3960896255,10.1197049014,8.848150116,-6.48634456759,-6.860599949,15.7022974582,11.393715555
1323,12.6391440737,10.073495515,6.9279706771,7.736533195,2.43443123188,5.649010531,13.2492638305,16.015058247
16409,0.734227777422,2.73255688,5.22625350491,8.68993194,7.45662890336,8.0724625905,-2.50813522978,-0.9734209365
6491,-0.163276863626,2.265196999,13.257232104,10.322050564,13.0717573062,10.60502244,7.08133950058,3.834440726
15286,9.72315989101,9.6342076655,18.4720263541,18.920016757,13.7300333724,12.564528215,32.6569517857,30.528990869
16105,0.734227777422,2.73255688,10.3112278171,10.1479704635,-5.3522401535,-3.278373512,4.9554786267,9.3442781505
6912,4.72914776925,4.3960896255,16.9489931352,16.790678923,12.090852471,9.294464815,9.49192991007,7.0269403935
22342,5.94598722522,8.168204728,16.6779765425,17.31337286,22.2605628928,21.04896801,-4.81829893465,0.192861499
17274,4.27950945649,2.767635518,7.49891729885,7.196609175,4.8807261158,4.865879488,5.1243714766,3.1462372955
3733,9.01571872344,6.249504669,8.12933573134,6.548773125,-8.38621816014,-5.2016756385,14.7772580942,9.1864474865
1206,12.6391440737,10.073495515,7.23116389157,9.265008389,0.00578730584,-0.634286388,4.87179362212,9.08922398
20184,4.31498569306,4.285537662,7.59088806088,12.7204051425,4.76229327115,6.271647201,15.1376501717,13.8626406895
17826,6.62936750103,5.881891471,15.7896067016,13.4634502465,9.71499641357,9.22608002,18.9804520857,17.102220467
19996,3.28899342444,3.109889877,4.50004891696,3.078084625,-5.44445596762,-4.133287819,9.74638845329,12.681292688
797,7.18502253668,5.740675769,13.5715272097,12.598780422,-0.835832431857,-3.092287925,20.2941856871,19.5686274125
19896,3.28899342444,3.109889877,10.155065074,9.6253090095,-2.46918766196,-2.224569659,11.5887230692,12.009180734
15335,9.72315989101,9.6342076655,0.781379923565,-1.5458885965,3.67310145126,3.731274471,4.74753752267,4.147637272
1795,5.10670505239,5.3455657275,17.5976417485,18.046197286,8.24018671388,9.408125636,39.9392868418,31.612448118
19009,1.04909560655,1.8113466365,15.1682413278,12.803950674,5.20733541981,4.439802625,16.7474861176,16.378256258
4975,3.08102136649,2.987977001,11.8635665432,13.2668913945,10.1306076256,12.04405071,10.4325816275,11.33069292
20944,4.73940872884,3.996830654,14.8681657176,13.105425733,3.21193357963,4.0933269955,20.1747362906,17.579364166
14569,4.44570270266,4.369908838,25.579344351,21.5202457315,20.6618073834,18.41265882,44.7856632185,29.50823046
18167,6.62936750103,5.881891471,8.81762557147,8.376292728,2.66401849638,1.9813158355,12.5890129851,14.0165752855
15900,8.71211425932,6.825018632,7.77087754142,7.316948966,-1.81448593683,1.091985034,-0.96142844616,-1.6905425755
17304,4.27950945649,2.767635518,18.3266872002,19.195558795,0.567737624364,2.5092315765,-1.08088045672,3.470614966
280,6.85457036193,5.57039376,6.55770411985,5.855080167,-0.123171935522,0.692991326,0.77831355325,-2.643362448
5478,6.89882816312,7.092524496,5.46047126631,4.0501748165,-15.8738484031,-13.80269297,21.0056639161,17.701520382
14352,4.44570270266,4.369908838,18.1319228505,17.7171468135,-2.33414651378,0.495643193,33.7404410661,29.018379512
1240,12.6391440737,10.073495515,0.28731147662,2.7322242645,-0.730315962429,-1.38137147,22.7141237137,2.706900927
15605,8.71211425932,6.825018632,2.62142836529,2.222863341,-6.08233425537,-5.0346154695,14.7439694173,10.318048343
21893,5.94598722522,8.168204728,13.2832854966,14.175043966,4.53097458259,7.837174776,21.2516587405,23.46772911
10722,1.82705168214,1.005401168,1.33942696232,1.428219859,7.74782048746,4.40466914,-12.9444009245,-9.446202185
11205,-0.551025542248,1.6047392,-0.620423655124,-1.6427720225,-6.09910109052,-7.782224432,-115.818389068,-42.2388717735
16730,4.38859879502,4.16777977,14.589090749,14.305386998,7.31491231841,3.2207835905,16.1528139061,11.81840677
14202,1.3547021509,2.162119874,10.5602488261,12.1702017855,-7.95597287021,-7.552653275,1.00903743793,-1.52800191
3903,9.01571872344,6.249504669,21.220968002,20.1230134115,10.4965076355,10.477678002,13.3636562639,16.135996497
14430,4.44570270266,4.369908838,15.270470739,14.2921350405,20.5032291206,23.14975234,33.550499882,42.79906753
5196,3.08102136649,2.987977001,6.90661634767,5.894392618,-5.49128416268,-5.750498762,-5.16956939633,-13.2607328335
6624,4.72914776925,4.3960896255,14.299901722,12.6600809296,47.8688309732,44.95018223,9.06965698134,9.26088549957
17874,6.62936750103,5.881891471,13.8175665986,13.8459934935,4.24746633261,2.149227664,21.8515029946,19.407292559
