CELL_LINE.DRUG,GENEA,GENEB,SCORE,SOURCE
HCT-15.LAPATINIB,DDR2,EGFR,0.1775,mutation
HCT-15.LAPATINIB,EGFR,RET,0.855,mutation
HCT-15.LAPATINIB,ERBB2,PGR,0.1775,mutation
HCT-15.LAPATINIB,CENPE,ERBB2,0.1775,mutation
HCT-15.LAPATINIB,AURKA,EGFR,0.8325,mutation
HCT-15.LAPATINIB,BRCA1,EGFR,0.7625,mutation
HCT-15.LAPATINIB,EGFR,KDR,0.554,mutation
HCT-15.LAPATINIB,EGFR,PLEC,0.2,mutation
HCT-15.LAPATINIB,CNTNAP1,EGFR,0.1775,mutation
HCT-15.LAPATINIB,EGFR,OSMR,0.2,mutation
HCT-15.LAPATINIB,EGFR,FLNA,0.855,mutation
HCT-15.LAPATINIB,EGFR,POLE,0.533,mutation
HCT-15.LAPATINIB,ALK,EGFR,0.304,mutation
HCT-15.LAPATINIB,EGF,EGFR,0.1775,mutation
HCT-15.LAPATINIB,EGFR,KIT,0.1775,mutation
HCT-15.LAPATINIB,EGFR,PARP2,0.815,mutation
HCT-15.LAPATINIB,BAG3,EGFR,0.173,mutation
HCT-15.LAPATINIB,EGFR,PIK3R1,0.855,mutation
HCT-15.LAPATINIB,EGFR,POLD1,0.554,mutation
HCT-15.MK-2206,AKT1,PIK3CA,0.3982579,mutation
HCT-15.MK-2206,AKT1,BAX,0.1775,mutation
HCT-15.MK-2206,AKT1,TP53,0.273125,mutation
HCT-15.MK-2206,AKT1,VAV1,0.1775,mutation
HCT-15.MK-2206,AKT1,VAV3,0.1775,mutation
HCT-15.MK-2206,AKT1,KEAP1,0.56,mutation
HCT-15.MK-2206,AKT1,CASP8,0.1775,mutation
HCT-15.DOXORUBICIN,KRAS,TOP1,0.855,mutation
HCT-15.DOXORUBICIN,MLH1,TOP1,0.1775,mutation
HCT-15.DOXORUBICIN,DNMT1,STIL,0.2,mutation
HCT-15.DOXORUBICIN,TOP1,TP53,0.1775,mutation
HCT-15.DOXORUBICIN,DNMT1,MTF2,0.173,mutation
HCT-15.DOXORUBICIN,BRCA1,TOP1,0.1775,mutation
HCT-15.DOXORUBICIN,DNMT1,NFATC3,0.173,mutation
HCT-15.DINACICLIB,CDK2,KRAS,0.1775,mutation
HCT-15.DINACICLIB,CDK9,KRAS,0.443,mutation
HCT-15.DINACICLIB,CDK2,GTF2H1,0.545,mutation
HCT-15.DINACICLIB,CDK2,CETN2,0.557,mutation
HCT-15.DINACICLIB,ATM,CDK1,0.1775,mutation
HCT-15.DINACICLIB,ATM,CDK2,0.548,mutation
HCT-15.DINACICLIB,ATR,CDK1,0.1775,mutation
HCT-15.DINACICLIB,CDK1,CDK9,0.1775,mutation
HCT-15.DINACICLIB,CDK1,STIL,0.203,mutation
HCT-15.DINACICLIB,CDK1,TP53,0.1775,mutation
HCT-15.DINACICLIB,CDK2,TP53,0.1775,mutation
HCT-15.DINACICLIB,CDK9,TP53,0.1775,mutation
HCT-15.DINACICLIB,BRCA1,CDK2,0.539,mutation
HCT-15.DINACICLIB,BRCA2,CDK1,0.1775,mutation
HCT-15.DINACICLIB,CDK2,KDR,0.551,mutation
HCT-15.DINACICLIB,CDK2,POLE,0.557,mutation
HCT-15.DINACICLIB,CDK2,POLD1,0.551,mutation
HCT-15.MK-8776,CHEK1,PIK3CA,0.1775,mutation
HCT-15.MK-8776,CHEK1,TOP1,0.1775,mutation
HCT-15.MK-8776,CHEK1,CHEK2,0.3982579,mutation
HCT-15.MK-8776,CDC25C,CHEK1,0.1775,mutation
HCT-15.MK-8776,CDC25A,CHEK1,0.1775,mutation
HCT-15.MK-8776,CHEK1,MLH1,0.4305,mutation
HCT-15.MK-8776,ABCC10,CHEK1,0.647,mutation
HCT-15.MK-8776,CHEK1,NOL11,0.176,mutation
HCT-15.MK-8776,ATM,CHEK1,0.3982579,mutation
HCT-15.MK-8776,ATR,CHEK1,0.34334375,mutation
HCT-15.MK-8776,CHEK1,NPAT,0.2,mutation
HCT-15.MK-8776,CDK1,CHEK1,0.1775,mutation
HCT-15.MK-8776,CHEK1,TP53,0.85,mutation
HCT-15.MK-8776,CHEK1,CMPK1,0.647,mutation
HCT-15.MK-8776,CHEK1,NF1,0.1775,mutation
HCT-15.MK-8776,BRCA1,CHEK1,0.273125,mutation
HCT-15.MK-8776,BRCA2,CHEK1,0.273125,mutation
HCT-15.MK-8776,CHEK1,KNTC1,0.197,mutation
HCT-15.MK-8776,CHEK1,RBBP8,0.1775,mutation
HCT-15.MK-8776,ABCB1,CHEK1,0.647,mutation
HCT-15.METHOTREXATE,CDC25A,DHFR,0.191,mutation
HCT-15.MK-5108,ABCC10,AURKA,0.605,mutation
HCT-15.MK-5108,AURKA,CYP2C9,0.5,mutation
HCT-15.MK-5108,AURKA,CYP1B1,0.5,mutation
HCT-15.MK-5108,AURKA,TACC3,0.23,mutation
HCT-15.MK-5108,ABCB11,AURKA,0.5,mutation
HCT-15.MK-5108,AURKA,CMPK1,0.563,mutation
HCT-15.MK-5108,AURKA,ECT2,0.2,mutation
HCT-15.MK-5108,ABCB1,AURKA,0.605,mutation
HCT-15.MK-5108,AURKA,NCAPH,0.2,mutation
HCT-15.MK-5108,AURKA,CYP19A1,0.5,mutation
HCT-15.MK-5108,AURKA,MAP2,0.5,mutation
HCT-15.MK-5108,AURKA,MAP4,0.5,mutation
HCT-15.MK-5108,ABCC1,AURKA,0.5,mutation
HCT-15.MK-5108,ABCC2,AURKA,0.5,mutation
HCT-15.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
HCT-15.GELDANAMYCIN,CPNE1,HSP90AB1,0.2,mutation
HCT-15.5-FU,CAMK1,TYMS,0.602,mutation
HCT-15.5-FU,SPHK1,TYMS,0.473,mutation
HCT-15.5-FU,THOC1,TYMS,0.2,mutation
HCT-15.5-FU,TYMS,TYRO3,0.446,mutation
HCT-15.5-FU,BARD1,TYMS,0.2,mutation
HCT-15.5-FU,ATR,TYMS,0.62,mutation
HCT-15.5-FU,CARS,TYMS,0.5,mutation
HCT-15.5-FU,MAP3K1,TYMS,0.5,mutation
HCT-15.5-FU,DGKA,TYMS,0.56,mutation
HCT-15.5-FU,CDKL5,TYMS,0.473,mutation
HCT-15.5-FU,AURKA,TYMS,0.563,mutation
HCT-15.5-FU,TYMS,VRK3,0.467,mutation
HCT-15.5-FU,KDR,TYMS,0.473,mutation
HCT-15.5-FU,EPHA1,TYMS,0.5,mutation
HCT-15.5-FU,RIPK2,TYMS,0.446,mutation
HCT-15.5-FU,ASPM,TYMS,0.5,mutation
HCT-15.5-FU,RBM12,TYMS,0.5,mutation
HCT-15.5-FU,CSK,TYMS,0.473,mutation
HCT-15.5-FU,MARK1,TYMS,0.569,mutation
HCT-15.5-FU,MAP2K7,TYMS,0.467,mutation
HCT-15.5-FU,CSNK1E,TYMS,0.482,mutation
HCT-15.5-FU,FER,TYMS,0.473,mutation
HCT-15.DASATINIB,KIT,TJP1,0.527,mutation
HCT-15.DASATINIB,KIT,KRAS,0.44,mutation
HCT-15.DASATINIB,COL3A1,KIT,0.521,mutation
HCT-15.DASATINIB,KIT,RAP1A,0.503,mutation
HCT-15.DASATINIB,KIT,TRIP11,0.509,mutation
HCT-15.DASATINIB,KIT,PPP3CB,0.443,mutation
HCT-15.DASATINIB,KIT,SPTB,0.506,mutation
HCT-15.DASATINIB,CEACAM1,KIT,0.509,mutation
HCT-15.DASATINIB,CARS,KIT,0.506,mutation
HCT-15.DASATINIB,KIT,PRKCQ,0.521,mutation
HCT-15.DASATINIB,CTSB,KIT,0.506,mutation
HCT-15.DASATINIB,EPB42,KIT,0.506,mutation
HCT-15.DASATINIB,KIT,UBA6,0.515,mutation
HCT-15.DASATINIB,KIT,TP53,0.1775,mutation
HCT-15.DASATINIB,KIT,SP100,0.503,mutation
HCT-15.DASATINIB,CLTC,KIT,0.524,mutation
HCT-15.DASATINIB,CNR1,KIT,0.506,mutation
HCT-15.DASATINIB,KIT,SETMAR,0.506,mutation
HCT-15.DASATINIB,KIT,PYROXD1,0.503,mutation
HCT-15.DASATINIB,ANK3,KIT,0.506,mutation
HCT-15.DASATINIB,KIT,LIPE,0.554,mutation
HCT-15.DASATINIB,ATP7A,KIT,0.509,mutation
HCT-15.DASATINIB,KIT,NFATC2IP,0.44,mutation
HCT-15.DASATINIB,CASP8,SRC,0.1775,mutation
HCT-15.DASATINIB,KIT,MYST3,0.512,mutation
HCT-15.DASATINIB,KIT,SEL1L,0.506,mutation
HCT-15.DASATINIB,KIT,PDE4DIP,0.554,mutation
HCT-15.DASATINIB,KIT,PDLIM5,0.587,mutation
HCT-15.DASATINIB,KIT,PDE6C,0.443,mutation
HCT-15.DASATINIB,KIT,TLE1,0.509,mutation
HCT-15.DASATINIB,KIT,UTP14A,0.539,mutation
HCT-15.DASATINIB,DDX26B,KIT,0.506,mutation
HCT-15.DASATINIB,CACNA2D2,KIT,0.503,mutation
HCT-15.DASATINIB,GPC5,KIT,0.521,mutation
HCT-15.AZD1775,TP53,WEE1,0.836875,mutation
HCT-15.AZD1775,KDR,WEE1,0.1775,mutation
HCT-15.TOPOTECAN,KRAS,TOP1,0.855,mutation
HCT-15.TOPOTECAN,MLH1,TOP1,0.1775,mutation
HCT-15.TOPOTECAN,TOP1,TP53,0.1775,mutation
HCT-15.TOPOTECAN,BRCA1,TOP1,0.1775,mutation
HCT-15.BEZ-235,PIK3CA,PIK3CB,0.56,mutation
HCT-15.BEZ-235,MTOR,PIK3CA,0.4305,mutation
HCT-15.BEZ-235,CHEK2,PIK3CA,0.1775,mutation
HCT-15.BEZ-235,KRAS,MTOR,0.461,mutation
HCT-15.BEZ-235,GTF2H1,MTOR,0.557,mutation
HCT-15.BEZ-235,CETN2,MTOR,0.548,mutation
HCT-15.BEZ-235,BAX,PIK3CA,0.1775,mutation
HCT-15.BEZ-235,ATM,PIK3CA,0.273125,mutation
HCT-15.BEZ-235,ATM,MTOR,0.554,mutation
HCT-15.BEZ-235,ATR,PIK3CA,0.34334375,mutation
HCT-15.BEZ-235,ATR,MTOR,0.56,mutation
HCT-15.BEZ-235,MTOR,TP53,0.464375,mutation
HCT-15.BEZ-235,PIK3CA,RAD17,0.167,mutation
HCT-15.BEZ-235,EZH2,MTOR,0.1775,mutation
HCT-15.BEZ-235,BRCA1,MTOR,0.548,mutation
HCT-15.BEZ-235,KDR,MTOR,0.545,mutation
HCT-15.BEZ-235,MTOR,POLE,0.542,mutation
HCT-15.BEZ-235,ALK,MTOR,0.1775,mutation
HCT-15.BEZ-235,EIF4E,MTOR,0.56,mutation
HCT-15.BEZ-235,DAB2IP,MTOR,0.1775,mutation
HCT-15.BEZ-235,MTOR,PARP2,0.557,mutation
HCT-15.BEZ-235,MTOR,POLD1,0.545,mutation
HCT-15.BEZ-235,FER,PIK3CA,0.17,mutation
HCT-15.BEZ-235,GLI2,PIK3CA,0.56,mutation
HCT-15.BEZ-235,GLI2,MTOR,0.56,mutation
HCT-15.BEZ-235,GLI1,PIK3CA,0.56,mutation
HCT-15.BEZ-235,GLI1,MTOR,0.56,mutation
HCT-15.SN-38,ATAD2,TOP2A,0.2,mutation
HCT-15.SN-38,KRAS,TOP1,0.855,mutation
HCT-15.SN-38,KRAS,TOP2A,0.458,mutation
HCT-15.SN-38,MLH1,TOP1,0.1775,mutation
HCT-15.SN-38,TOP1,TP53,0.1775,mutation
HCT-15.SN-38,CENPF,TOP2A,0.224,mutation
HCT-15.SN-38,BRCA1,TOP1,0.1775,mutation
HCT-15.SN-38,HNRNPD,TOP2A,0.191,mutation
HCT-15.ERLOTINIB,EGFR,PIK3CA,0.1775,mutation
HCT-15.ERLOTINIB,EGFR,SMARCA2,0.1775,mutation
HCT-15.ERLOTINIB,EGFR,KIAA1522,0.2,mutation
HCT-15.ERLOTINIB,EGFR,KRAS,0.85,mutation
HCT-15.ERLOTINIB,EGFR,PRKCD,0.855,mutation
HCT-15.ERLOTINIB,EGFR,GTF2H1,0.536,mutation
HCT-15.ERLOTINIB,CETN2,EGFR,0.527,mutation
HCT-15.ERLOTINIB,BAX,EGFR,0.1775,mutation
HCT-15.ERLOTINIB,ATM,EGFR,0.542,mutation
HCT-15.ERLOTINIB,EGFR,PRKCE,0.855,mutation
HCT-15.ERLOTINIB,EGFR,PRKCZ,0.855,mutation
HCT-15.ERLOTINIB,EGFR,ERBB3,0.8325,mutation
HCT-15.ERLOTINIB,EGFR,SHC1,0.855,mutation
HCT-15.ERLOTINIB,EGFR,TP53,0.273125,mutation
HCT-15.ERLOTINIB,DDR2,EGFR,0.1775,mutation
HCT-15.ERLOTINIB,EGFR,RET,0.855,mutation
HCT-15.ERLOTINIB,AURKA,EGFR,0.8325,mutation
HCT-15.ERLOTINIB,BRCA1,EGFR,0.7625,mutation
HCT-15.ERLOTINIB,EGFR,KDR,0.554,mutation
HCT-15.ERLOTINIB,EGFR,PLEC,0.2,mutation
HCT-15.ERLOTINIB,CNTNAP1,EGFR,0.1775,mutation
HCT-15.ERLOTINIB,EGFR,OSMR,0.2,mutation
HCT-15.ERLOTINIB,EGFR,FLNA,0.855,mutation
HCT-15.ERLOTINIB,EGFR,POLE,0.533,mutation
HCT-15.ERLOTINIB,ALK,EGFR,0.304,mutation
HCT-15.ERLOTINIB,EGF,EGFR,0.1775,mutation
HCT-15.ERLOTINIB,EGFR,KIT,0.1775,mutation
HCT-15.ERLOTINIB,EGFR,PARP2,0.815,mutation
HCT-15.ERLOTINIB,BAG3,EGFR,0.173,mutation
HCT-15.ERLOTINIB,EGFR,PIK3R1,0.855,mutation
HCT-15.ERLOTINIB,EGFR,POLD1,0.554,mutation
HCT116.MK-4827,PARP1,PIK3CA,0.34334375,mutation
HCT116.MK-4827,ATAD5,PARP1,0.17,mutation
HCT116.MK-4827,PARP1,POLR2A,0.521,mutation
HCT116.MK-4827,PARP2,POLR2A,0.503,mutation
HCT116.MK-4827,PARP1,POLM,0.536,mutation
HCT116.MK-4827,PARP2,POLM,0.551,mutation
HCT116.MK-4827,PARP1,SMC3,0.855,mutation
HCT116.MK-4827,PARP2,SMC3,0.855,mutation
HCT116.MK-4827,PARP1,ROS1,0.1775,mutation
HCT116.MK-4827,PARP1,USP21,0.2,mutation
HCT116.MK-4827,PARP1,WRAP53,0.548,mutation
HCT116.MK-4827,PARP2,WRAP53,0.545,mutation
HCT116.MK-4827,ATM,PARP1,0.85,mutation
HCT116.MK-4827,ATM,PARP2,0.56,mutation
HCT116.MK-4827,PARP1,USP1,0.542,mutation
HCT116.MK-4827,PARP2,USP1,0.545,mutation
HCT116.MK-4827,BRCA2,PARP1,0.85,mutation
HCT116.MK-4827,BRCA2,PARP2,0.855,mutation
HCT116.MK-4827,PARP1,PPM1D,0.554,mutation
HCT116.MK-4827,PARP2,PPM1D,0.557,mutation
HCT116.MK-4827,CHEK2,PARP1,0.1775,mutation
HCT116.MK-4827,NAMPT,PARP1,0.8325,mutation
HCT116.MK-4827,NAMPT,PARP2,0.855,mutation
HCT116.MK-4827,KRAS,PARP1,0.1775,mutation
HCT116.MK-4827,PARP1,ZBTB32,0.56,mutation
HCT116.MK-4827,PARP2,ZBTB32,0.557,mutation
HCT116.MK-4827,PARP1,STAG1,0.855,mutation
HCT116.MK-4827,PARP2,STAG1,0.855,mutation
HCT116.MK-4827,GTF2H1,PARP1,0.536,mutation
HCT116.MK-4827,GTF2H1,PARP2,0.539,mutation
HCT116.SORAFENIB,PDGFRA,SPTB,0.506,mutation
HCT116.SORAFENIB,PDGFRB,SPTB,0.506,mutation
HCT116.SORAFENIB,KIT,SPTB,0.506,mutation
HCT116.SORAFENIB,CLEC2D,PDGFRA,0.503,mutation
HCT116.SORAFENIB,CLEC2D,PDGFRB,0.503,mutation
HCT116.SORAFENIB,CLEC2D,KIT,0.503,mutation
HCT116.SORAFENIB,KDR,POLR2A,0.527,mutation
HCT116.SORAFENIB,KDR,POLM,0.536,mutation
HCT116.SORAFENIB,CXCR4,PDGFRA,0.506,mutation
HCT116.SORAFENIB,CXCR4,PDGFRB,0.506,mutation
HCT116.SORAFENIB,CXCR4,KIT,0.506,mutation
HCT116.SORAFENIB,ITGB1,PDGFRA,0.503,mutation
HCT116.SORAFENIB,ITGB1,PDGFRB,0.503,mutation
HCT116.SORAFENIB,ITGB1,KIT,0.503,mutation
HCT116.SORAFENIB,PDGFRA,TRIP11,0.509,mutation
HCT116.SORAFENIB,PDGFRB,TRIP11,0.509,mutation
HCT116.SORAFENIB,KIT,TRIP11,0.509,mutation
HCT116.SORAFENIB,PDGFRA,UTP14A,0.539,mutation
HCT116.SORAFENIB,PDGFRB,UTP14A,0.539,mutation
HCT116.SORAFENIB,KIT,UTP14A,0.539,mutation
HCT116.SORAFENIB,PDGFRA,SV2B,0.506,mutation
HCT116.SORAFENIB,PDGFRB,SV2B,0.506,mutation
HCT116.SORAFENIB,KIT,SV2B,0.506,mutation
HCT116.SORAFENIB,KDR,WRAP53,0.515,mutation
HCT116.SORAFENIB,ATM,KDR,0.53,mutation
HCT116.SORAFENIB,FLT3,KIT,0.56,mutation
HCT116.SORAFENIB,IFI16,PDGFRA,0.524,mutation
HCT116.SORAFENIB,IFI16,PDGFRB,0.524,mutation
HCT116.SORAFENIB,IFI16,KIT,0.524,mutation
HCT116.SORAFENIB,KDR,USP1,0.551,mutation
HCT116.SORAFENIB,PDGFRA,TRIM24,0.509,mutation
HCT116.SORAFENIB,PDGFRB,TRIM24,0.509,mutation
HCT116.SORAFENIB,KIT,TRIM24,0.509,mutation
HCT116.SORAFENIB,KDR,PPM1D,0.545,mutation
HCT116.SORAFENIB,PDE4DIP,PDGFRA,0.554,mutation
HCT116.SORAFENIB,PDE4DIP,PDGFRB,0.554,mutation
HCT116.SORAFENIB,KIT,PDE4DIP,0.554,mutation
HCT116.SORAFENIB,IL4,PDGFRA,0.524,mutation
HCT116.SORAFENIB,IL4,PDGFRB,0.524,mutation
HCT116.SORAFENIB,IL4,KIT,0.524,mutation
HCT116.SORAFENIB,ABCB1,KDR,0.473,mutation
HCT116.SORAFENIB,LRRC37A,PDGFRA,0.515,mutation
HCT116.SORAFENIB,LRRC37A,PDGFRB,0.515,mutation
HCT116.SORAFENIB,KIT,LRRC37A,0.515,mutation
HCT116.SORAFENIB,NKRF,PDGFRA,0.512,mutation
HCT116.SORAFENIB,NKRF,PDGFRB,0.512,mutation
HCT116.SORAFENIB,KIT,NKRF,0.512,mutation
HCT116.SORAFENIB,KIT,KRAS,0.44,mutation
HCT116.SORAFENIB,PDGFRA,TNFRSF9,0.506,mutation
HCT116.SORAFENIB,PDGFRB,TNFRSF9,0.506,mutation
HCT116.SORAFENIB,KIT,TNFRSF9,0.506,mutation
HCT116.SORAFENIB,KDR,ZBTB32,0.536,mutation
HCT116.SORAFENIB,MAPK11,PDGFRA,0.449,mutation
HCT116.SORAFENIB,MAPK11,PDGFRB,0.449,mutation
HCT116.SORAFENIB,KIT,MAPK11,0.449,mutation
HCT116.SORAFENIB,GTF2H1,KDR,0.554,mutation
HCT116.ABT-888,PARP1,PIK3CA,0.34334375,mutation
HCT116.ABT-888,ATAD5,PARP1,0.17,mutation
HCT116.ABT-888,PARP1,POLR2A,0.521,mutation
HCT116.ABT-888,PARP2,POLR2A,0.503,mutation
HCT116.ABT-888,PARP1,POLM,0.536,mutation
HCT116.ABT-888,PARP2,POLM,0.551,mutation
HCT116.ABT-888,PARP1,SMC3,0.855,mutation
HCT116.ABT-888,PARP2,SMC3,0.855,mutation
HCT116.ABT-888,PARP1,ROS1,0.1775,mutation
HCT116.ABT-888,PARP1,USP21,0.2,mutation
HCT116.ABT-888,PARP1,WRAP53,0.548,mutation
HCT116.ABT-888,PARP2,WRAP53,0.545,mutation
HCT116.ABT-888,ATM,PARP1,0.85,mutation
HCT116.ABT-888,ATM,PARP2,0.56,mutation
HCT116.ABT-888,PARP1,USP1,0.542,mutation
HCT116.ABT-888,PARP2,USP1,0.545,mutation
HCT116.ABT-888,BRCA2,PARP1,0.85,mutation
HCT116.ABT-888,BRCA2,PARP2,0.855,mutation
HCT116.ABT-888,PARP1,PPM1D,0.554,mutation
HCT116.ABT-888,PARP2,PPM1D,0.557,mutation
HCT116.ABT-888,CHEK2,PARP1,0.1775,mutation
HCT116.ABT-888,NAMPT,PARP1,0.8325,mutation
HCT116.ABT-888,NAMPT,PARP2,0.855,mutation
HCT116.ABT-888,KRAS,PARP1,0.1775,mutation
HCT116.ABT-888,PARP1,ZBTB32,0.56,mutation
HCT116.ABT-888,PARP2,ZBTB32,0.557,mutation
HCT116.ABT-888,PARP1,STAG1,0.855,mutation
HCT116.ABT-888,PARP2,STAG1,0.855,mutation
HCT116.ABT-888,GTF2H1,PARP1,0.536,mutation
HCT116.ABT-888,GTF2H1,PARP2,0.539,mutation
HCT116.MK-8669,MTOR,PIK3CA,0.4305,mutation
HCT116.MK-8669,MAP1LC3B,MTOR,0.1775,mutation
HCT116.MK-8669,MTOR,POLR2A,0.53,mutation
HCT116.MK-8669,MTOR,POLM,0.548,mutation
HCT116.MK-8669,MTOR,WRAP53,0.542,mutation
HCT116.MK-8669,ATM,MTOR,0.554,mutation
HCT116.MK-8669,DAB2IP,MTOR,0.1775,mutation
HCT116.MK-8669,MTOR,USP1,0.518,mutation
HCT116.MK-8669,MTOR,PPM1D,0.542,mutation
HCT116.MK-8669,KRAS,MTOR,0.461,mutation
HCT116.MK-8669,MTOR,ZBTB32,0.548,mutation
HCT116.MK-8669,MET,MTOR,0.1775,mutation
HCT116.MK-8669,GTF2H1,MTOR,0.557,mutation
HCT116.GEMCITABINE,LMTK2,RRM1,0.467,mutation
HCT116.GEMCITABINE,LMTK2,TYMS,0.467,mutation
HCT116.GEMCITABINE,CMPK1,LMTK2,0.467,mutation
HCT116.GEMCITABINE,POLR2A,RRM1,0.482,mutation
HCT116.GEMCITABINE,MAP3K1,RRM1,0.5,mutation
HCT116.GEMCITABINE,MAP3K1,TYMS,0.5,mutation
HCT116.GEMCITABINE,CMPK1,MAP3K1,0.5,mutation
HCT116.GEMCITABINE,POLM,RRM1,0.527,mutation
HCT116.GEMCITABINE,ITPKC,RRM1,0.467,mutation
HCT116.GEMCITABINE,ITPKC,TYMS,0.467,mutation
HCT116.GEMCITABINE,CMPK1,ITPKC,0.467,mutation
HCT116.GEMCITABINE,RRM1,WRAP53,0.518,mutation
HCT116.GEMCITABINE,ATM,RRM1,0.53,mutation
HCT116.GEMCITABINE,KIF11,TYMS,0.203,mutation
HCT116.GEMCITABINE,FLT1,RRM1,0.482,mutation
HCT116.GEMCITABINE,FLT1,TYMS,0.482,mutation
HCT116.GEMCITABINE,CMPK1,FLT1,0.482,mutation
HCT116.GEMCITABINE,DUT,TYMS,0.56,mutation
HCT116.GEMCITABINE,RRM1,USP1,0.509,mutation
HCT116.GEMCITABINE,FURIN,RRM1,0.5,mutation
HCT116.GEMCITABINE,FURIN,TYMS,0.5,mutation
HCT116.GEMCITABINE,CMPK1,FURIN,0.5,mutation
HCT116.GEMCITABINE,PPM1D,RRM1,0.53,mutation
HCT116.GEMCITABINE,RRM1,SLC30A2,0.5,mutation
HCT116.GEMCITABINE,SLC30A2,TYMS,0.5,mutation
HCT116.GEMCITABINE,CMPK1,SLC30A2,0.5,mutation
HCT116.GEMCITABINE,PKN2,RRM1,0.5,mutation
HCT116.GEMCITABINE,PKN2,TYMS,0.5,mutation
HCT116.GEMCITABINE,CMPK1,PKN2,0.5,mutation
HCT116.GEMCITABINE,ABCB1,RRM1,0.5,mutation
HCT116.GEMCITABINE,KRAS,RRM1,0.536,mutation
HCT116.GEMCITABINE,CCNF,TYMS,0.203,mutation
HCT116.GEMCITABINE,RRM1,ZBTB32,0.533,mutation
HCT116.GEMCITABINE,DAPK2,RRM1,0.488,mutation
HCT116.GEMCITABINE,DAPK2,TYMS,0.488,mutation
HCT116.GEMCITABINE,CMPK1,DAPK2,0.488,mutation
HCT116.GEMCITABINE,GTF2H1,RRM1,0.512,mutation
HCT116.SUNITINIB,PDGFRA,SPTB,0.506,mutation
HCT116.SUNITINIB,PDGFRB,SPTB,0.506,mutation
HCT116.SUNITINIB,KIT,SPTB,0.506,mutation
HCT116.SUNITINIB,CLEC2D,PDGFRA,0.503,mutation
HCT116.SUNITINIB,CLEC2D,PDGFRB,0.503,mutation
HCT116.SUNITINIB,CLEC2D,KIT,0.503,mutation
HCT116.SUNITINIB,KDR,POLR2A,0.527,mutation
HCT116.SUNITINIB,KDR,POLM,0.536,mutation
HCT116.SUNITINIB,CXCR4,PDGFRA,0.506,mutation
HCT116.SUNITINIB,CXCR4,PDGFRB,0.506,mutation
HCT116.SUNITINIB,CXCR4,KIT,0.506,mutation
HCT116.SUNITINIB,ITGB1,PDGFRA,0.503,mutation
HCT116.SUNITINIB,ITGB1,PDGFRB,0.503,mutation
HCT116.SUNITINIB,ITGB1,KIT,0.503,mutation
HCT116.SUNITINIB,PDGFRA,TRIP11,0.509,mutation
HCT116.SUNITINIB,PDGFRB,TRIP11,0.509,mutation
HCT116.SUNITINIB,KIT,TRIP11,0.509,mutation
HCT116.SUNITINIB,PDGFRA,UTP14A,0.539,mutation
HCT116.SUNITINIB,PDGFRB,UTP14A,0.539,mutation
HCT116.SUNITINIB,KIT,UTP14A,0.539,mutation
HCT116.SUNITINIB,PDGFRA,SV2B,0.506,mutation
HCT116.SUNITINIB,PDGFRB,SV2B,0.506,mutation
HCT116.SUNITINIB,KIT,SV2B,0.506,mutation
HCT116.SUNITINIB,KDR,WRAP53,0.515,mutation
HCT116.SUNITINIB,ATM,KDR,0.53,mutation
HCT116.SUNITINIB,FLT3,KIT,0.56,mutation
HCT116.SUNITINIB,IFI16,PDGFRA,0.524,mutation
HCT116.SUNITINIB,IFI16,PDGFRB,0.524,mutation
HCT116.SUNITINIB,IFI16,KIT,0.524,mutation
HCT116.SUNITINIB,KDR,USP1,0.551,mutation
HCT116.SUNITINIB,PDGFRA,TRIM24,0.509,mutation
HCT116.SUNITINIB,PDGFRB,TRIM24,0.509,mutation
HCT116.SUNITINIB,KIT,TRIM24,0.509,mutation
HCT116.SUNITINIB,KDR,PPM1D,0.545,mutation
HCT116.SUNITINIB,PDE4DIP,PDGFRA,0.554,mutation
HCT116.SUNITINIB,PDE4DIP,PDGFRB,0.554,mutation
HCT116.SUNITINIB,KIT,PDE4DIP,0.554,mutation
HCT116.SUNITINIB,IL4,PDGFRA,0.524,mutation
HCT116.SUNITINIB,IL4,PDGFRB,0.524,mutation
HCT116.SUNITINIB,IL4,KIT,0.524,mutation
HCT116.SUNITINIB,ABCB1,KDR,0.473,mutation
HCT116.SUNITINIB,LRRC37A,PDGFRA,0.515,mutation
HCT116.SUNITINIB,LRRC37A,PDGFRB,0.515,mutation
HCT116.SUNITINIB,KIT,LRRC37A,0.515,mutation
HCT116.SUNITINIB,NKRF,PDGFRA,0.512,mutation
HCT116.SUNITINIB,NKRF,PDGFRB,0.512,mutation
HCT116.SUNITINIB,KIT,NKRF,0.512,mutation
HCT116.SUNITINIB,KIT,KRAS,0.44,mutation
HCT116.SUNITINIB,PDGFRA,TNFRSF9,0.506,mutation
HCT116.SUNITINIB,PDGFRB,TNFRSF9,0.506,mutation
HCT116.SUNITINIB,KIT,TNFRSF9,0.506,mutation
HCT116.SUNITINIB,KDR,ZBTB32,0.536,mutation
HCT116.SUNITINIB,MAPK11,PDGFRA,0.449,mutation
HCT116.SUNITINIB,MAPK11,PDGFRB,0.449,mutation
HCT116.SUNITINIB,KIT,MAPK11,0.449,mutation
HCT116.SUNITINIB,GTF2H1,KDR,0.554,mutation
HCT116.ETOPOSIDE,KRAS,TOP2A,0.458,mutation
HCT116.ZOLINZA,HDAC2,MATR3,0.167,mutation
