CELL_LINE.DRUG,GENEA,GENEB,SCORE,SOURCE,GENEA.GENEB
NCIH2122.SN-38,TOP1,TP53,0.1775,mutation,TOP1.TP53
NCIH2122.SORAFENIB,GPC5,KIT,0.521,mutation,GPC5.KIT
NCIH2122.SORAFENIB,GPC5,PDGFRA,0.521,mutation,GPC5.PDGFRA
NCIH2122.SORAFENIB,GPC5,PDGFRB,0.521,mutation,GPC5.PDGFRB
NCIH2122.SORAFENIB,KDR,PARP1,0.554,mutation,KDR.PARP1
NCIH2122.SORAFENIB,KDR,SESN2,0.554,mutation,KDR.SESN2
NCIH2122.SORAFENIB,KDR,TP53,0.4305,mutation,KDR.TP53
NCIH2122.SORAFENIB,KIT,KRAS,0.44,mutation,KIT.KRAS
NCIH2122.SORAFENIB,KIT,TP53,0.1775,mutation,KIT.TP53
NCIH2122.SORAFENIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
NCIH2122.SUNITINIB,GPC5,KIT,0.521,mutation,GPC5.KIT
NCIH2122.SUNITINIB,GPC5,PDGFRA,0.521,mutation,GPC5.PDGFRA
NCIH2122.SUNITINIB,GPC5,PDGFRB,0.521,mutation,GPC5.PDGFRB
NCIH2122.SUNITINIB,KDR,PARP1,0.554,mutation,KDR.PARP1
NCIH2122.SUNITINIB,KDR,SESN2,0.554,mutation,KDR.SESN2
NCIH2122.SUNITINIB,KDR,TP53,0.4305,mutation,KDR.TP53
NCIH2122.SUNITINIB,KIT,KRAS,0.44,mutation,KIT.KRAS
NCIH2122.SUNITINIB,KIT,TP53,0.1775,mutation,KIT.TP53
NCIH2122.SUNITINIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
NCIH2122.TOPOTECAN,KRAS,TOP1,0.855,mutation,KRAS.TOP1
NCIH2122.TOPOTECAN,PARP1,TOP1,0.1775,mutation,PARP1.TOP1
NCIH2122.TOPOTECAN,TOP1,TP53,0.1775,mutation,TOP1.TP53
NCIH23.5-FU,BARD1,TYMS,0.2,mutation,BARD1.TYMS
NCIH23.5-FU,MARK1,TYMS,0.569,mutation,MARK1.TYMS
NCIH23.ABT-888,ATM,PARP1,0.85,mutation,ATM.PARP1
NCIH23.ABT-888,ATM,PARP2,0.56,mutation,ATM.PARP2
NCIH23.ABT-888,BID,PARP1,0.545,gex,BID.PARP1
NCIH23.ABT-888,BID,PARP2,0.551,gex,BID.PARP2
NCIH23.ABT-888,KRAS,PARP1,0.1775,mutation,KRAS.PARP1
NCIH23.ABT-888,PARP1,PMS2,0.539,mutation,PARP1.PMS2
NCIH23.ABT-888,PARP1,PPARA,0.1775,mutation,PARP1.PPARA
NCIH23.ABT-888,PARP1,STAG3,0.855,mutation,PARP1.STAG3
NCIH23.ABT-888,PARP1,TP53,0.5173143,mutation,PARP1.TP53
NCIH23.ABT-888,PARP2,STAG3,0.855,mutation,PARP2.STAG3
NCIH23.AZD1775,TP53,WEE1,0.836875,mutation,TP53.WEE1
NCIH23.BEZ-235,ATM,MTOR,0.554,mutation,ATM.MTOR
NCIH23.BEZ-235,ATM,PIK3CA,0.273125,mutation,ATM.PIK3CA
NCIH23.BEZ-235,BID,MTOR,0.533,gex,BID.MTOR
NCIH23.BEZ-235,KRAS,MTOR,0.461,mutation,KRAS.MTOR
NCIH23.BEZ-235,MTOR,PMS2,0.542,mutation,MTOR.PMS2
NCIH23.BEZ-235,MTOR,RPS6KB1,0.1775,mutation,MTOR.RPS6KB1
NCIH23.BEZ-235,MTOR,TP53,0.464375,mutation,MTOR.TP53
NCIH23.BEZ-235,PIK3CA,PPARA,0.1775,mutation,PIK3CA.PPARA
NCIH23.BEZ-235,PIK3CA,RPS6KB1,0.2,mutation,PIK3CA.RPS6KB1
NCIH23.DASATINIB,BAD,KIT,0.548,gex,BAD.KIT
NCIH23.DASATINIB,FLT3,KIT,0.56,mutation,FLT3.KIT
NCIH23.DASATINIB,KIT,KRAS,0.44,mutation,KIT.KRAS
NCIH23.DASATINIB,KIT,PDE4DIP,0.554,mutation,KIT.PDE4DIP
NCIH23.DASATINIB,KIT,PLCB1,0.443,mutation,KIT.PLCB1
NCIH23.DASATINIB,KIT,PPP3CA,0.44,mutation,KIT.PPP3CA
NCIH23.DASATINIB,KIT,RPL5,0.503,gex,KIT.RPL5
NCIH23.DASATINIB,KIT,SNX10,0.503,mutation,KIT.SNX10
NCIH23.DASATINIB,KIT,TP53,0.1775,mutation,KIT.TP53
NCIH23.DINACICLIB,ATM,CDK1,0.1775,mutation,ATM.CDK1
NCIH23.DINACICLIB,ATM,CDK2,0.548,mutation,ATM.CDK2
NCIH23.DINACICLIB,BID,CDK2,0.554,gex,BID.CDK2
NCIH23.DINACICLIB,CDK1,TP53,0.1775,mutation,CDK1.TP53
NCIH23.DINACICLIB,CDK2,KRAS,0.1775,mutation,CDK2.KRAS
NCIH23.DINACICLIB,CDK2,PMS2,0.557,mutation,CDK2.PMS2
NCIH23.DINACICLIB,CDK2,TP53,0.1775,mutation,CDK2.TP53
NCIH23.DINACICLIB,CDK9,KRAS,0.443,mutation,CDK9.KRAS
NCIH23.DINACICLIB,CDK9,TP53,0.1775,mutation,CDK9.TP53
NCIH23.DOXORUBICIN,KRAS,TOP1,0.855,mutation,KRAS.TOP1
NCIH23.DOXORUBICIN,TOP1,TP53,0.1775,mutation,TOP1.TP53
NCIH23.ERLOTINIB,ATM,EGFR,0.542,mutation,ATM.EGFR
NCIH23.ERLOTINIB,BID,EGFR,0.527,gex,BID.EGFR
NCIH23.ERLOTINIB,DDR2,EGFR,0.1775,mutation,DDR2.EGFR
NCIH23.ERLOTINIB,EGFR,FGFR2,0.855,mutation,EGFR.FGFR2
NCIH23.ERLOTINIB,EGFR,KRAS,0.85,mutation,EGFR.KRAS
NCIH23.ERLOTINIB,EGFR,PMS2,0.536,mutation,EGFR.PMS2
NCIH23.ERLOTINIB,EGFR,SMARCA4,0.1775,mutation,EGFR.SMARCA4
NCIH23.ERLOTINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
NCIH23.ETOPOSIDE,CRBN,TOP2B,0.2,gex,CRBN.TOP2B
NCIH23.ETOPOSIDE,KRAS,TOP2A,0.458,mutation,KRAS.TOP2A
NCIH23.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation,HSP90AA1.TP53
NCIH23.GEMCITABINE,ATM,RRM1,0.53,mutation,ATM.RRM1
NCIH23.GEMCITABINE,BARD1,TYMS,0.2,mutation,BARD1.TYMS
NCIH23.GEMCITABINE,BID,RRM1,0.539,gex,BID.RRM1
NCIH23.GEMCITABINE,CMPK1,MARK1,0.569,mutation,CMPK1.MARK1
NCIH23.GEMCITABINE,KRAS,RRM1,0.536,mutation,KRAS.RRM1
NCIH23.GEMCITABINE,MARK1,RRM1,0.569,mutation,MARK1.RRM1
NCIH23.GEMCITABINE,MARK1,TYMS,0.569,mutation,MARK1.TYMS
NCIH23.GEMCITABINE,PMS2,RRM1,0.53,mutation,PMS2.RRM1
NCIH23.GEMCITABINE,RRM1,SLC28A1,0.5,mutation,RRM1.SLC28A1
NCIH23.LAPATINIB,ATM,EGFR,0.542,mutation,ATM.EGFR
NCIH23.LAPATINIB,BID,EGFR,0.527,gex,BID.EGFR
NCIH23.LAPATINIB,DDR2,EGFR,0.1775,mutation,DDR2.EGFR
NCIH23.LAPATINIB,EGFR,FGFR2,0.855,mutation,EGFR.FGFR2
NCIH23.LAPATINIB,EGFR,KRAS,0.85,mutation,EGFR.KRAS
NCIH23.LAPATINIB,EGFR,PMS2,0.536,mutation,EGFR.PMS2
NCIH23.LAPATINIB,EGFR,SMARCA4,0.1775,mutation,EGFR.SMARCA4
NCIH23.LAPATINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
NCIH23.LAPATINIB,ERBB2,TP53,0.1775,mutation,ERBB2.TP53
NCIH23.MK-2206,AKT1,KEAP1,0.56,mutation,AKT1.KEAP1
NCIH23.MK-2206,AKT1,PPARA,0.304,mutation,AKT1.PPARA
NCIH23.MK-2206,AKT1,TP53,0.273125,mutation,AKT1.TP53
NCIH23.MK-4541,AR,KRAS,0.44,mutation,AR.KRAS
NCIH23.MK-4827,ATM,PARP1,0.85,mutation,ATM.PARP1
NCIH23.MK-4827,ATM,PARP2,0.56,mutation,ATM.PARP2
NCIH23.MK-4827,BID,PARP1,0.545,gex,BID.PARP1
NCIH23.MK-4827,BID,PARP2,0.551,gex,BID.PARP2
NCIH23.MK-4827,KRAS,PARP1,0.1775,mutation,KRAS.PARP1
NCIH23.MK-4827,PARP1,PMS2,0.539,mutation,PARP1.PMS2
NCIH23.MK-4827,PARP1,PPARA,0.1775,mutation,PARP1.PPARA
NCIH23.MK-4827,PARP1,STAG3,0.855,mutation,PARP1.STAG3
NCIH23.MK-4827,PARP1,TP53,0.5173143,mutation,PARP1.TP53
NCIH23.MK-4827,PARP2,STAG3,0.855,mutation,PARP2.STAG3
NCIH23.MK-5108,AURKA,NCAPH,0.2,mutation,AURKA.NCAPH
NCIH23.MK-5108,AURKA,SLC28A1,0.563,mutation,AURKA.SLC28A1
NCIH23.MK-5108,AURKA,SLCO1B3,0.5,mutation,AURKA.SLCO1B3
NCIH23.MK-8669,ATM,MTOR,0.554,mutation,ATM.MTOR
NCIH23.MK-8669,BID,MTOR,0.533,gex,BID.MTOR
NCIH23.MK-8669,KRAS,MTOR,0.461,mutation,KRAS.MTOR
NCIH23.MK-8669,MTOR,PMS2,0.542,mutation,MTOR.PMS2
NCIH23.MK-8669,MTOR,RPS6KB1,0.1775,mutation,MTOR.RPS6KB1
NCIH23.MK-8669,MTOR,TP53,0.464375,mutation,MTOR.TP53
NCIH23.MK-8776,ATM,CHEK1,0.3982579,mutation,ATM.CHEK1
NCIH23.MK-8776,CHEK1,SLC28A1,0.647,mutation,CHEK1.SLC28A1
NCIH23.MK-8776,CHEK1,TMEM194A,0.197,mutation,CHEK1.TMEM194A
NCIH23.MK-8776,CHEK1,TP53,0.85,mutation,CHEK1.TP53
NCIH23.PD325901,KRAS,MAP2K1,0.458,mutation,KRAS.MAP2K1
NCIH23.SN-38,CRBN,TOP2B,0.2,gex,CRBN.TOP2B
NCIH23.SN-38,KRAS,TOP1,0.855,mutation,KRAS.TOP1
NCIH23.SN-38,KRAS,TOP2A,0.458,mutation,KRAS.TOP2A
NCIH23.SN-38,TOP1,TP53,0.1775,mutation,TOP1.TP53
NCIH23.SORAFENIB,ATM,KDR,0.53,mutation,ATM.KDR
NCIH23.SORAFENIB,BAD,KIT,0.548,gex,BAD.KIT
NCIH23.SORAFENIB,BAD,PDGFRA,0.548,gex,BAD.PDGFRA
NCIH23.SORAFENIB,BAD,PDGFRB,0.548,gex,BAD.PDGFRB
NCIH23.SORAFENIB,BID,KDR,0.551,gex,BID.KDR
NCIH23.SORAFENIB,FLT3,KIT,0.56,mutation,FLT3.KIT
NCIH23.SORAFENIB,KDR,PMS2,0.536,mutation,KDR.PMS2
NCIH23.SORAFENIB,KDR,SLC28A1,0.473,mutation,KDR.SLC28A1
NCIH23.SORAFENIB,KDR,TP53,0.4305,mutation,KDR.TP53
NCIH23.SORAFENIB,KIT,KRAS,0.44,mutation,KIT.KRAS
NCIH23.SORAFENIB,KIT,PDE4DIP,0.554,mutation,KIT.PDE4DIP
NCIH23.SORAFENIB,KIT,PLCB1,0.443,mutation,KIT.PLCB1
NCIH23.SORAFENIB,KIT,PPP3CA,0.44,mutation,KIT.PPP3CA
NCIH23.SORAFENIB,KIT,RPL5,0.503,gex,KIT.RPL5
NCIH23.SORAFENIB,KIT,SNX10,0.503,mutation,KIT.SNX10
NCIH23.SORAFENIB,KIT,TP53,0.1775,mutation,KIT.TP53
NCIH23.SORAFENIB,PDE4DIP,PDGFRA,0.554,mutation,PDE4DIP.PDGFRA
NCIH23.SORAFENIB,PDE4DIP,PDGFRB,0.554,mutation,PDE4DIP.PDGFRB
NCIH23.SORAFENIB,PDGFRA,PLCB1,0.443,mutation,PDGFRA.PLCB1
NCIH23.SORAFENIB,PDGFRA,PPP3CA,0.44,mutation,PDGFRA.PPP3CA
NCIH23.SORAFENIB,PDGFRA,RPL5,0.503,gex,PDGFRA.RPL5
NCIH23.SORAFENIB,PDGFRA,SNX10,0.503,mutation,PDGFRA.SNX10
NCIH23.SORAFENIB,PDGFRB,PLCB1,0.443,mutation,PDGFRB.PLCB1
NCIH23.SORAFENIB,PDGFRB,PPP3CA,0.44,mutation,PDGFRB.PPP3CA
NCIH23.SORAFENIB,PDGFRB,RPL5,0.503,gex,PDGFRB.RPL5
NCIH23.SORAFENIB,PDGFRB,SNX10,0.503,mutation,PDGFRB.SNX10
NCIH23.SORAFENIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
NCIH23.SUNITINIB,ATM,KDR,0.53,mutation,ATM.KDR
NCIH23.SUNITINIB,BAD,KIT,0.548,gex,BAD.KIT
NCIH23.SUNITINIB,BAD,PDGFRA,0.548,gex,BAD.PDGFRA
NCIH23.SUNITINIB,BAD,PDGFRB,0.548,gex,BAD.PDGFRB
NCIH23.SUNITINIB,BID,KDR,0.551,gex,BID.KDR
NCIH23.SUNITINIB,FLT3,KIT,0.56,mutation,FLT3.KIT
NCIH23.SUNITINIB,KDR,PMS2,0.536,mutation,KDR.PMS2
NCIH23.SUNITINIB,KDR,SLC28A1,0.473,mutation,KDR.SLC28A1
NCIH23.SUNITINIB,KDR,TP53,0.4305,mutation,KDR.TP53
NCIH23.SUNITINIB,KIT,KRAS,0.44,mutation,KIT.KRAS
NCIH23.SUNITINIB,KIT,PDE4DIP,0.554,mutation,KIT.PDE4DIP
NCIH23.SUNITINIB,KIT,PLCB1,0.443,mutation,KIT.PLCB1
NCIH23.SUNITINIB,KIT,PPP3CA,0.44,mutation,KIT.PPP3CA
NCIH23.SUNITINIB,KIT,RPL5,0.503,gex,KIT.RPL5
NCIH23.SUNITINIB,KIT,SNX10,0.503,mutation,KIT.SNX10
NCIH23.SUNITINIB,KIT,TP53,0.1775,mutation,KIT.TP53
NCIH23.SUNITINIB,PDE4DIP,PDGFRA,0.554,mutation,PDE4DIP.PDGFRA
NCIH23.SUNITINIB,PDE4DIP,PDGFRB,0.554,mutation,PDE4DIP.PDGFRB
NCIH23.SUNITINIB,PDGFRA,PLCB1,0.443,mutation,PDGFRA.PLCB1
NCIH23.SUNITINIB,PDGFRA,PPP3CA,0.44,mutation,PDGFRA.PPP3CA
NCIH23.SUNITINIB,PDGFRA,RPL5,0.503,gex,PDGFRA.RPL5
NCIH23.SUNITINIB,PDGFRA,SNX10,0.503,mutation,PDGFRA.SNX10
NCIH23.SUNITINIB,PDGFRB,PLCB1,0.443,mutation,PDGFRB.PLCB1
NCIH23.SUNITINIB,PDGFRB,PPP3CA,0.44,mutation,PDGFRB.PPP3CA
NCIH23.SUNITINIB,PDGFRB,RPL5,0.503,gex,PDGFRB.RPL5
NCIH23.SUNITINIB,PDGFRB,SNX10,0.503,mutation,PDGFRB.SNX10
NCIH23.SUNITINIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
NCIH23.TOPOTECAN,KRAS,TOP1,0.855,mutation,KRAS.TOP1
NCIH23.TOPOTECAN,TOP1,TP53,0.1775,mutation,TOP1.TP53
NCIH520.5-FU,NEK6,TYMS,0.464,gex,NEK6.TYMS
NCIH520.ABT-888,ATM,PARP1,0.85,mutation,ATM.PARP1
NCIH520.ABT-888,ATM,PARP2,0.56,mutation,ATM.PARP2
NCIH520.ABT-888,NFKB1,PARP1,0.1775,gex,NFKB1.PARP1
NCIH520.ABT-888,PARP1,PMS2,0.539,mutation,PARP1.PMS2
NCIH520.ABT-888,PARP1,POLE,0.548,mutation,PARP1.POLE
NCIH520.ABT-888,PARP1,TOP1,0.1775,gex,PARP1.TOP1
NCIH520.ABT-888,PARP1,TP53,0.5173143,mutation,PARP1.TP53
NCIH520.ABT-888,PARP2,POLE,0.536,mutation,PARP2.POLE
NCIH520.AZD1775,TP53,WEE1,0.836875,mutation,TP53.WEE1
NCIH520.BEZ-235,ATM,MTOR,0.554,mutation,ATM.MTOR
NCIH520.BEZ-235,ATM,PIK3CA,0.273125,mutation,ATM.PIK3CA
NCIH520.BEZ-235,MTOR,PMS2,0.542,mutation,MTOR.PMS2
NCIH520.BEZ-235,MTOR,POLE,0.542,mutation,MTOR.POLE
NCIH520.BEZ-235,MTOR,TP53,0.464375,mutation,MTOR.TP53
NCIH520.DASATINIB,ATP2C2,KIT,0.503,mutation,ATP2C2.KIT
NCIH520.DASATINIB,CTDSPL,KIT,0.512,gex,CTDSPL.KIT
NCIH520.DASATINIB,KIT,TJP1,0.527,mutation,KIT.TJP1
NCIH520.DASATINIB,KIT,TP53,0.1775,mutation,KIT.TP53
NCIH520.DINACICLIB,ATM,CDK1,0.1775,mutation,ATM.CDK1
NCIH520.DINACICLIB,ATM,CDK2,0.548,mutation,ATM.CDK2
NCIH520.DINACICLIB,CDK1,TP53,0.1775,mutation,CDK1.TP53
NCIH520.DINACICLIB,CDK2,PMS2,0.557,mutation,CDK2.PMS2
NCIH520.DINACICLIB,CDK2,POLE,0.557,mutation,CDK2.POLE
NCIH520.DINACICLIB,CDK2,TP53,0.1775,mutation,CDK2.TP53
NCIH520.DINACICLIB,CDK9,TP53,0.1775,mutation,CDK9.TP53
NCIH520.DOXORUBICIN,TOP1,TP53,0.1775,mutation,TOP1.TP53
NCIH520.ERLOTINIB,ATM,EGFR,0.542,mutation,ATM.EGFR
NCIH520.ERLOTINIB,EGFR,PMS2,0.536,mutation,EGFR.PMS2
NCIH520.ERLOTINIB,EGFR,POLE,0.533,mutation,EGFR.POLE
NCIH520.ERLOTINIB,EGFR,SDC4,0.2,gex,EGFR.SDC4
NCIH520.ERLOTINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
NCIH520.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation,HSP90AA1.TP53
NCIH520.GEMCITABINE,ATM,RRM1,0.53,mutation,ATM.RRM1
NCIH520.GEMCITABINE,CMPK1,NEK6,0.464,gex,CMPK1.NEK6
NCIH520.GEMCITABINE,NEK6,RRM1,0.464,gex,NEK6.RRM1
NCIH520.GEMCITABINE,NEK6,TYMS,0.464,gex,NEK6.TYMS
NCIH520.GEMCITABINE,PMS2,RRM1,0.53,mutation,PMS2.RRM1
NCIH520.GEMCITABINE,POLE,RRM1,0.509,mutation,POLE.RRM1
NCIH520.LAPATINIB,ATM,EGFR,0.542,mutation,ATM.EGFR
NCIH520.LAPATINIB,EGFR,PMS2,0.536,mutation,EGFR.PMS2
NCIH520.LAPATINIB,EGFR,POLE,0.533,mutation,EGFR.POLE
NCIH520.LAPATINIB,EGFR,SDC4,0.2,gex,EGFR.SDC4
NCIH520.LAPATINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
NCIH520.LAPATINIB,ERBB2,TP53,0.1775,mutation,ERBB2.TP53
NCIH520.MK-2206,AKT1,TP53,0.273125,mutation,AKT1.TP53
NCIH520.MK-2206,AKT1,VAV1,0.1775,mutation,AKT1.VAV1
NCIH520.MK-4541,AR,VAV1,0.1775,mutation,AR.VAV1
NCIH520.MK-4827,ATM,PARP1,0.85,mutation,ATM.PARP1
NCIH520.MK-4827,ATM,PARP2,0.56,mutation,ATM.PARP2
NCIH520.MK-4827,NFKB1,PARP1,0.1775,gex,NFKB1.PARP1
NCIH520.MK-4827,PARP1,PMS2,0.539,mutation,PARP1.PMS2
NCIH520.MK-4827,PARP1,POLE,0.548,mutation,PARP1.POLE
NCIH520.MK-4827,PARP1,TOP1,0.1775,gex,PARP1.TOP1
NCIH520.MK-4827,PARP1,TP53,0.5173143,mutation,PARP1.TP53
NCIH520.MK-4827,PARP2,POLE,0.536,mutation,PARP2.POLE
NCIH520.MK-8669,ATM,MTOR,0.554,mutation,ATM.MTOR
NCIH520.MK-8669,MTOR,PMS2,0.542,mutation,MTOR.PMS2
NCIH520.MK-8669,MTOR,POLE,0.542,mutation,MTOR.POLE
NCIH520.MK-8669,MTOR,TP53,0.464375,mutation,MTOR.TP53
NCIH520.MK-8776,ATM,CHEK1,0.3982579,mutation,ATM.CHEK1
NCIH520.MK-8776,CHEK1,TOP1,0.1775,gex,CHEK1.TOP1
NCIH520.MK-8776,CHEK1,TP53,0.85,mutation,CHEK1.TP53
NCIH520.SN-38,TOP1,TP53,0.1775,mutation,TOP1.TP53
NCIH520.SORAFENIB,ATM,KDR,0.53,mutation,ATM.KDR
NCIH520.SORAFENIB,ATP2C2,KIT,0.503,mutation,ATP2C2.KIT
NCIH520.SORAFENIB,ATP2C2,PDGFRA,0.503,mutation,ATP2C2.PDGFRA
NCIH520.SORAFENIB,ATP2C2,PDGFRB,0.503,mutation,ATP2C2.PDGFRB
NCIH520.SORAFENIB,CTDSPL,KIT,0.512,gex,CTDSPL.KIT
NCIH520.SORAFENIB,CTDSPL,PDGFRA,0.512,gex,CTDSPL.PDGFRA
NCIH520.SORAFENIB,CTDSPL,PDGFRB,0.512,gex,CTDSPL.PDGFRB
NCIH520.SORAFENIB,KDR,PMS2,0.536,mutation,KDR.PMS2
NCIH520.SORAFENIB,KDR,POLE,0.503,mutation,KDR.POLE
NCIH520.SORAFENIB,KDR,TP53,0.4305,mutation,KDR.TP53
NCIH520.SORAFENIB,KIT,TJP1,0.527,mutation,KIT.TJP1
NCIH520.SORAFENIB,KIT,TP53,0.1775,mutation,KIT.TP53
NCIH520.SORAFENIB,PDGFRA,TJP1,0.527,mutation,PDGFRA.TJP1
NCIH520.SORAFENIB,PDGFRB,TJP1,0.527,mutation,PDGFRB.TJP1
NCIH520.SORAFENIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
NCIH520.SUNITINIB,ATM,KDR,0.53,mutation,ATM.KDR
NCIH520.SUNITINIB,ATP2C2,KIT,0.503,mutation,ATP2C2.KIT
NCIH520.SUNITINIB,ATP2C2,PDGFRA,0.503,mutation,ATP2C2.PDGFRA
NCIH520.SUNITINIB,ATP2C2,PDGFRB,0.503,mutation,ATP2C2.PDGFRB
NCIH520.SUNITINIB,CTDSPL,KIT,0.512,gex,CTDSPL.KIT
NCIH520.SUNITINIB,CTDSPL,PDGFRA,0.512,gex,CTDSPL.PDGFRA
NCIH520.SUNITINIB,CTDSPL,PDGFRB,0.512,gex,CTDSPL.PDGFRB
NCIH520.SUNITINIB,KDR,PMS2,0.536,mutation,KDR.PMS2
NCIH520.SUNITINIB,KDR,POLE,0.503,mutation,KDR.POLE
NCIH520.SUNITINIB,KDR,TP53,0.4305,mutation,KDR.TP53
NCIH520.SUNITINIB,KIT,TJP1,0.527,mutation,KIT.TJP1
NCIH520.SUNITINIB,KIT,TP53,0.1775,mutation,KIT.TP53
NCIH520.SUNITINIB,PDGFRA,TJP1,0.527,mutation,PDGFRA.TJP1
NCIH520.SUNITINIB,PDGFRB,TJP1,0.527,mutation,PDGFRB.TJP1
NCIH520.SUNITINIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
NCIH520.TOPOTECAN,TOP1,TP53,0.1775,mutation,TOP1.TP53
OCUBM.5-FU,ASPM,TYMS,0.5,mutation,ASPM.TYMS
OCUBM.5-FU,BARD1,TYMS,0.2,mutation,BARD1.TYMS
OCUBM.5-FU,FER,TYMS,0.473,mutation,FER.TYMS
OCUBM.5-FU,HCK,TYMS,0.554,mutation,HCK.TYMS
OCUBM.5-FU,MAPKAPK3,TYMS,0.473,gex,MAPKAPK3.TYMS
OCUBM.ABT-888,PARP1,PIK3CA,0.34334375,mutation,PARP1.PIK3CA
OCUBM.ABT-888,PARP1,RPL13A,0.521,gex,PARP1.RPL13A
OCUBM.ABT-888,PARP1,TP53,0.5173143,mutation,PARP1.TP53
OCUBM.ABT-888,PARP2,RPL13A,0.485,gex,PARP2.RPL13A
OCUBM.AZD1775,TP53,WEE1,0.836875,mutation,TP53.WEE1
OCUBM.BEZ-235,FER,PIK3CA,0.17,mutation,FER.PIK3CA
OCUBM.BEZ-235,MTOR,PIK3CA,0.4305,mutation,MTOR.PIK3CA
OCUBM.BEZ-235,MTOR,RPL13A,0.542,gex,MTOR.RPL13A
OCUBM.BEZ-235,MTOR,TP53,0.464375,mutation,MTOR.TP53
OCUBM.BEZ-235,PIK3CA,PIK3CB,0.56,mutation,PIK3CA.PIK3CB
OCUBM.DASATINIB,CASP7,SRC,0.1775,mutation,CASP7.SRC
OCUBM.DASATINIB,CLTA,KIT,0.587,gex,CLTA.KIT
OCUBM.DASATINIB,CPSF1,KIT,0.506,mutation,CPSF1.KIT
OCUBM.DASATINIB,GLT8D1,KIT,0.503,mutation,GLT8D1.KIT
OCUBM.DASATINIB,GPC5,KIT,0.521,mutation,GPC5.KIT
OCUBM.DASATINIB,IKBKB,SRC,0.1775,mutation,IKBKB.SRC
OCUBM.DASATINIB,KIT,MGAT2,0.509,gex,KIT.MGAT2
OCUBM.DASATINIB,KIT,SKP1,0.506,gex,KIT.SKP1
OCUBM.DASATINIB,KIT,SMARCA1,0.506,gex,KIT.SMARCA1
OCUBM.DASATINIB,KIT,TP53,0.1775,mutation,KIT.TP53
OCUBM.DINACICLIB,CDK1,STIL,0.203,mutation,CDK1.STIL
OCUBM.DINACICLIB,CDK1,TP53,0.1775,mutation,CDK1.TP53
OCUBM.DINACICLIB,CDK2,RPL13A,0.545,gex,CDK2.RPL13A
OCUBM.DINACICLIB,CDK2,TP53,0.1775,mutation,CDK2.TP53
OCUBM.DINACICLIB,CDK9,TP53,0.1775,mutation,CDK9.TP53
OCUBM.DOXORUBICIN,DNMT1,GTPBP3,0.2,mutation,DNMT1.GTPBP3
OCUBM.DOXORUBICIN,DNMT1,STIL,0.2,mutation,DNMT1.STIL
OCUBM.DOXORUBICIN,TOP1,TP53,0.1775,mutation,TOP1.TP53
OCUBM.ERLOTINIB,CNTNAP1,EGFR,0.1775,mutation,CNTNAP1.EGFR
OCUBM.ERLOTINIB,EGFR,PIK3CA,0.1775,mutation,EGFR.PIK3CA
OCUBM.ERLOTINIB,EGFR,PLEC,0.2,mutation,EGFR.PLEC
OCUBM.ERLOTINIB,EGFR,PRKCE,0.855,mutation,EGFR.PRKCE
OCUBM.ERLOTINIB,EGFR,RET,0.855,mutation,EGFR.RET
OCUBM.ERLOTINIB,EGFR,RPL13A,0.488,gex,EGFR.RPL13A
OCUBM.ERLOTINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
OCUBM.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation,HSP90AA1.TP53
OCUBM.GELDANAMYCIN,HSP90AB1,NDUFAF4,0.2,gex,HSP90AB1.NDUFAF4
OCUBM.GEMCITABINE,ASPM,CMPK1,0.5,mutation,ASPM.CMPK1
OCUBM.GEMCITABINE,ASPM,RRM1,0.5,mutation,ASPM.RRM1
OCUBM.GEMCITABINE,ASPM,TYMS,0.5,mutation,ASPM.TYMS
OCUBM.GEMCITABINE,BARD1,TYMS,0.2,mutation,BARD1.TYMS
OCUBM.GEMCITABINE,CMPK1,FER,0.473,mutation,CMPK1.FER
OCUBM.GEMCITABINE,CMPK1,HCK,0.554,mutation,CMPK1.HCK
OCUBM.GEMCITABINE,CMPK1,MAPKAPK3,0.473,gex,CMPK1.MAPKAPK3
OCUBM.GEMCITABINE,FER,RRM1,0.473,mutation,FER.RRM1
OCUBM.GEMCITABINE,FER,TYMS,0.473,mutation,FER.TYMS
OCUBM.GEMCITABINE,HCK,RRM1,0.554,mutation,HCK.RRM1
OCUBM.GEMCITABINE,HCK,TYMS,0.554,mutation,HCK.TYMS
OCUBM.GEMCITABINE,MAPKAPK3,RRM1,0.473,gex,MAPKAPK3.RRM1
OCUBM.GEMCITABINE,MAPKAPK3,TYMS,0.473,gex,MAPKAPK3.TYMS
